;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.20850052989232393;-0.1101181081031833;0.01643389356540734
internacoes;0.20850052989232393;1.0;-0.33919858913869105;
temp_orvalho_median;-0.1101181081031833;-0.33919858913869105;1.0;6.93098282727941e-05
