;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.00811375018110183;0.1678733727086676;0.9267158504140964
internacoes;0.00811375018110183;1.0;0.05657517389003231;
temp_orvalho_median;0.1678733727086676;0.05657517389003231;1.0;0.5209765634638532
