;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.10762213733259667;0.038546632621343516;0.22475371648519493
internacoes;0.10762213733259667;1.0;-0.3325420515639469;
temp_orvalho_median;0.038546632621343516;-0.3325420515639469;1.0;0.00011794381729262686
