;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.20963166943540637;0.03344551846898771;0.015845886536159176
internacoes;0.20963166943540637;1.0;-0.15373538460577957;
temp_orvalho_median;0.03344551846898771;-0.15373538460577957;1.0;0.0784139428373467
