;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.02530084615933582;0.21843268322385112;0.7733728157922101
internacoes;0.02530084615933582;1.0;-0.22387481388001934;
temp_orvalho_median;0.21843268322385112;-0.22387481388001934;1.0;0.009865675512290712
