;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.008073122363736458;0.05036874897424904;0.9279356438595607
internacoes;0.008073122363736458;1.0;-0.04764601650815371;
temp_orvalho_median;0.05036874897424904;-0.04764601650815371;1.0;0.5932940620175798
