;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.10866364824268328;0.14981994082027567;0.21845835797501573
internacoes;0.10866364824268328;1.0;-0.29067374662524026;
temp_orvalho_median;0.14981994082027567;-0.29067374662524026;1.0;0.0007938674907269472
