;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.059665719430980285;0.038546632621343516;0.5017906123045183
internacoes;0.059665719430980285;1.0;-0.1664686467809386;
temp_orvalho_median;0.038546632621343516;-0.1664686467809386;1.0;0.05936296003436959
