;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.20724099002231733;0.03344551846898771;0.01711085404746981
internacoes;0.20724099002231733;1.0;0.1087272016291981;
temp_orvalho_median;0.03344551846898771;0.1087272016291981;1.0;0.21461245804334309
