;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.2574615192499883;0.1678733727086676;0.0029900869951363976
internacoes;0.2574615192499883;1.0;-0.09896948468869901;
temp_orvalho_median;0.1678733727086676;-0.09896948468869901;1.0;0.2607311612807531
