;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.008694670324744021;0.3571808217091431;0.9233342619175331
internacoes;0.008694670324744021;1.0;-0.1771319336621496;
temp_orvalho_median;0.3571808217091431;-0.1771319336621496;1.0;0.0481372075813038
