;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.18506323299620267;-0.1101181081031833;0.03363857258341635
internacoes;0.18506323299620267;1.0;-0.4730718762292224;
temp_orvalho_median;-0.1101181081031833;-0.4730718762292224;1.0;1.0158927814854224e-08
