;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.09464290480160915;0.21843268322385112;0.28038846145799423
internacoes;0.09464290480160915;1.0;0.0682809854222288;
temp_orvalho_median;0.21843268322385112;0.0682809854222288;1.0;0.4366068199661416
