;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.052327855475125945;0.22492847438054467;0.5543379897781033
internacoes;0.052327855475125945;1.0;-0.09293786840592556;
temp_orvalho_median;0.22492847438054467;-0.09293786840592556;1.0;0.29293787481843425
