municipio;ano;mes;precipitacao_sum;temp_orvalho_median
RIO GRANDE;2018;3;76.0;21.9
RIO GRANDE;2018;4;82.0;22.075
RIO GRANDE;2018;5;54.8;17.5
RIO GRANDE;2018;6;0.0;11.1
RIO GRANDE;2018;7;225.8;12.3
RIO GRANDE;2018;8;75.4;12.75
RIO GRANDE;2018;9;147.6;16.55
RIO GRANDE;2018;10;19.8;18.3
RIO GRANDE;2018;11;0.0;21.075
RIO GRANDE;2018;12;46.2;22.25
RIO GRANDE;2019;1;222.2;24.35
RIO GRANDE;2019;2;31.8;23.7
RIO GRANDE;2019;3;23.6;22.05
RIO GRANDE;2019;4;63.8;20.075
RIO GRANDE;2019;5;44.2;18.25
RIO GRANDE;2019;6;38.4;16.85
RIO GRANDE;2019;7;120.6;11.3
RIO GRANDE;2019;8;97.4;13.3
RIO GRANDE;2019;9;163.6;14.775
RIO GRANDE;2019;10;196.6;18.45
RIO GRANDE;2019;11;45.8;20.8
RIO GRANDE;2019;12;38.8;22.45
RIO GRANDE;2020;1;38.4;17.65
RIO GRANDE;2020;2;25.4;17.65
RIO GRANDE;2020;3;30.6;18.05
RIO GRANDE;2020;4;50.6;13.725
RIO GRANDE;2020;5;100.8;10.6
RIO GRANDE;2020;6;226.4;11.65
RIO GRANDE;2020;7;82.0;7.4
RIO GRANDE;2020;8;44.2;11.6
RIO GRANDE;2020;9;158.2;10.45
RIO GRANDE;2020;10;122.8;13.25
RIO GRANDE;2020;11;29.8;15.325
RIO GRANDE;2020;12;119.0;17.35
RIO GRANDE;2021;1;192.4;19.65
RIO GRANDE;2021;2;156.4;18.95
RIO GRANDE;2021;3;140.4;17.7
RIO GRANDE;2021;4;41.8;16.175
RIO GRANDE;2021;5;25.6;8.95
RIO GRANDE;2021;6;83.0;9.975
RIO GRANDE;2021;7;64.2;9.7
RIO GRANDE;2021;8;112.0;12.3
RIO GRANDE;2021;9;172.8;13.525
RIO GRANDE;2021;10;63.0;12.3
RIO GRANDE;2021;11;49.6;14.55
RIO GRANDE;2021;12;18.2;15.8
RIO GRANDE;2022;1;70.4;20.45
RIO GRANDE;2022;2;50.8;18.15
RIO GRANDE;2022;3;65.4;16.6
RIO GRANDE;2022;4;123.8;15.775
RIO GRANDE;2022;5;57.2;11.25
RIO GRANDE;2022;6;84.6;9.45
RIO GRANDE;2022;7;173.8;12.1
RIO GRANDE;2022;8;118.0;8.65
RIO GRANDE;2022;9;56.6;11.325
RIO GRANDE;2022;10;93.2;13.45
RIO GRANDE;2022;11;49.8;15.55
RIO GRANDE;2022;12;17.4;17.1
RIO GRANDE;2023;1;33.4;18.65
RIO GRANDE;2023;2;41.8;19.0
RIO GRANDE;2023;3;100.6;21.1
RIO GRANDE;2023;4;35.0;14.825
RIO GRANDE;2023;5;138.6;14.15
RIO GRANDE;2023;6;79.0;12.825
RIO GRANDE;2023;7;264.2;11.95
RIO GRANDE;2023;8;81.2;10.2
RIO GRANDE;2023;9;466.2;13.8
RIO GRANDE;2023;10;60.6;14.3
RIO GRANDE;2023;11;154.2;16.4
RIO GRANDE;2023;12;6.8;21.9
RIO GRANDE;2024;1;0.0;18.3
RIO GRANDE;2024;2;114.4;20.85
RIO GRANDE;2024;3;100.0;20.3
RIO GRANDE;2024;4;316.2;17.925
RIO GRANDE;2024;5;316.8;12.8
RIO GRANDE;2024;6;140.6;14.9
RIO GRANDE;2024;7;12.8;9.25
RIO GRANDE;2024;8;243.2;12.15
RIO GRANDE;2024;9;291.2;14.975
RIO GRANDE;2024;10;134.6;15.65
RIO GRANDE;2024;11;81.2;17.9
RIO GRANDE;2024;12;120.6;16.6
RIO GRANDE;2025;1;84.8;19.2
RIO GRANDE;2025;2;112.2;21.4
RIO GRANDE;2025;3;175.2;19.4
RIO GRANDE;2025;4;159.4;15.85
RIO GRANDE;2025;5;69.0;17.7
RIO GRANDE;2025;6;120.4;12.1
RIO GRANDE;2025;7;99.2;11.1
RIO GRANDE;2025;8;103.2;11.55
RIO GRANDE;2025;9;95.0;12.2
RIO GRANDE;2025;10;52.2;14.6
RIO GRANDE;2025;11;48.4;14.8
RIO GRANDE;2025;12;86.1;19.85
RIO PARDO;2015;1;192.6;23.1
RIO PARDO;2015;2;121.6;22.425
RIO PARDO;2015;3;14.8;22.15
RIO PARDO;2015;4;76.0;19.6
RIO PARDO;2015;5;125.8;16.8
RIO PARDO;2015;6;149.4;14.55
RIO PARDO;2015;7;285.4;14.1
RIO PARDO;2015;8;100.0;17.85
RIO PARDO;2015;9;162.0;16.45
RIO PARDO;2015;10;413.0;18.15
RIO PARDO;2015;11;189.8;19.65
RIO PARDO;2015;12;185.4;21.75
RIO PARDO;2016;1;80.2;24.1
RIO PARDO;2016;2;76.8;23.65
RIO PARDO;2016;3;230.6;20.35
RIO PARDO;2016;4;88.4;0.0
RIO PARDO;2016;5;56.2;13.45
RIO PARDO;2016;6;6.2;10.55
RIO PARDO;2016;7;145.0;11.05
RIO PARDO;2016;8;84.6;14.1
RIO PARDO;2016;9;56.8;14.05
RIO PARDO;2016;10;351.8;17.35
RIO PARDO;2016;11;187.2;20.0
RIO PARDO;2016;12;143.4;22.85
RIO PARDO;2017;1;57.0;0.0
RIO PARDO;2017;2;0.0;0.0
RIO PARDO;2017;3;3.4;17.05
RIO PARDO;2017;4;56.4;18.975
RIO PARDO;2017;5;184.2;16.65
RIO PARDO;2017;6;96.6;14.775
RIO PARDO;2017;7;13.8;0.0
RIO PARDO;2017;8;80.6;13.9
RIO PARDO;2017;9;146.8;17.625
RIO PARDO;2017;10;249.6;18.4
RIO PARDO;2017;11;79.6;19.925
RIO PARDO;2017;12;69.8;23.15
RIO PARDO;2018;1;57.8;23.5
RIO PARDO;2018;2;51.6;22.7
RIO PARDO;2018;3;154.2;21.6
RIO PARDO;2018;4;89.2;21.775
RIO PARDO;2018;5;62.4;17.95
RIO PARDO;2018;6;138.6;10.875
RIO PARDO;2018;7;136.6;8.8
RIO PARDO;2018;8;19.0;0.0
RIO PARDO;2018;9;140.0;0.0
RIO PARDO;2018;10;73.8;18.9
RIO PARDO;2018;11;139.8;21.625
RIO PARDO;2018;12;69.0;22.65
RIO PARDO;2019;1;98.8;24.8
RIO PARDO;2019;2;68.8;23.125
RIO PARDO;2019;3;76.8;21.45
RIO PARDO;2019;4;150.4;20.325
RIO PARDO;2019;5;189.4;17.45
RIO PARDO;2019;6;49.0;17.775
RIO PARDO;2019;7;135.6;12.05
RIO PARDO;2019;8;87.8;13.95
RIO PARDO;2019;9;71.6;15.425
RIO PARDO;2019;10;252.8;19.4
RIO PARDO;2019;11;116.0;21.2
RIO PARDO;2019;12;26.2;24.1
RIO PARDO;2020;1;118.0;17.9
RIO PARDO;2020;2;23.6;18.1
RIO PARDO;2020;3;17.2;16.65
RIO PARDO;2020;4;26.6;12.375
RIO PARDO;2020;5;163.0;10.45
RIO PARDO;2020;6;89.0;12.625
RIO PARDO;2020;7;134.6;9.1
RIO PARDO;2020;8;0.0;11.25
RIO PARDO;2020;9;129.8;13.675
RIO PARDO;2020;10;73.4;13.05
RIO PARDO;2020;11;37.8;15.325
RIO PARDO;2020;12;49.6;17.4
RIO PARDO;2021;1;187.6;18.95
RIO PARDO;2021;2;68.6;18.375
RIO PARDO;2021;3;98.2;18.1
RIO PARDO;2021;4;7.8;15.1
RIO PARDO;2021;5;215.4;9.45
RIO PARDO;2021;6;143.2;11.025
RIO PARDO;2021;7;45.4;8.95
RIO PARDO;2021;8;90.4;12.75
RIO PARDO;2021;9;236.4;13.725
RIO PARDO;2021;10;67.0;12.7
RIO PARDO;2021;11;91.6;13.9
RIO PARDO;2021;12;39.4;16.5
RIO PARDO;2022;1;139.2;19.15
RIO PARDO;2022;2;67.8;18.6
RIO PARDO;2022;3;136.0;18.2
RIO PARDO;2022;4;132.4;15.325
RIO PARDO;2022;5;105.0;12.2
RIO PARDO;2022;6;111.6;10.025
RIO PARDO;2022;7;131.2;13.4
RIO PARDO;2022;8;77.0;10.75
RIO PARDO;2022;9;50.0;11.775
RIO PARDO;2022;10;61.4;13.55
RIO PARDO;2022;11;56.0;13.75
RIO PARDO;2022;12;148.0;16.6
RIO PARDO;2023;1;33.0;19.0
RIO PARDO;2023;2;64.4;17.825
RIO PARDO;2023;3;38.4;19.3
RIO PARDO;2023;4;29.6;14.975
RIO PARDO;2023;5;190.8;13.85
RIO PARDO;2023;6;150.8;13.525
RIO PARDO;2023;7;179.8;12.7
RIO PARDO;2023;8;68.8;11.85
RIO PARDO;2023;9;460.8;14.575
RIO PARDO;2023;10;161.8;14.1
RIO PARDO;2023;11;246.4;16.6
RIO PARDO;2023;12;212.4;19.675
RIO PARDO;2024;1;77.8;18.75
RIO PARDO;2024;2;86.2;21.075
RIO PARDO;2024;3;124.6;19.25
RIO PARDO;2024;4;342.8;18.2
RIO PARDO;2024;5;561.4;12.25
RIO PARDO;2024;6;273.4;15.225
RIO PARDO;2024;7;80.8;10.3
RIO PARDO;2024;8;91.6;12.7
RIO PARDO;2024;9;189.0;15.25
RIO PARDO;2024;10;102.4;15.5
RIO PARDO;2024;11;63.6;16.925
RIO PARDO;2024;12;128.2;16.55
RIO PARDO;2025;1;61.4;18.5
RIO PARDO;2025;2;91.6;20.3
RIO PARDO;2025;3;82.6;18.6
RIO PARDO;2025;4;72.0;15.725
RIO PARDO;2025;5;231.4;14.4
RIO PARDO;2025;6;417.0;8.975
RIO PARDO;2025;7;89.2;10.05
RIO PARDO;2025;8;72.9;13.2
RIO PARDO;2025;9;261.0;13.3
RIO PARDO;2025;10;116.6;14.8
RIO PARDO;2025;11;65.6;15.525
RIO PARDO;2025;12;155.4;19.95
SANTA MARIA;2015;1;190.2;23.7
SANTA MARIA;2015;2;90.8;22.6
SANTA MARIA;2015;3;142.4;21.75
SANTA MARIA;2015;4;131.2;18.35
SANTA MARIA;2015;5;123.0;16.3
SANTA MARIA;2015;6;146.8;14.2
SANTA MARIA;2015;7;236.0;13.8
SANTA MARIA;2015;8;94.0;18.6
SANTA MARIA;2015;9;185.2;15.85
SANTA MARIA;2015;10;462.4;17.7
SANTA MARIA;2015;11;179.8;20.05
SANTA MARIA;2015;12;366.0;21.7
SANTA MARIA;2016;1;115.0;24.7
SANTA MARIA;2016;2;106.6;23.9
SANTA MARIA;2016;3;227.8;19.6
SANTA MARIA;2016;4;155.0;21.375
SANTA MARIA;2016;5;77.8;13.2
SANTA MARIA;2016;6;9.4;9.875
SANTA MARIA;2016;7;107.8;11.65
SANTA MARIA;2016;8;139.0;13.6
SANTA MARIA;2016;9;59.8;13.6
SANTA MARIA;2016;10;400.0;18.4
SANTA MARIA;2016;11;176.2;20.675
SANTA MARIA;2016;12;148.4;23.25
SANTA MARIA;2017;1;229.2;23.5
SANTA MARIA;2017;2;234.6;23.4
SANTA MARIA;2017;3;232.4;21.15
SANTA MARIA;2017;4;123.6;18.7
SANTA MARIA;2017;5;325.8;16.2
SANTA MARIA;2017;6;136.8;14.05
SANTA MARIA;2017;7;19.0;16.8
SANTA MARIA;2017;8;262.0;13.75
SANTA MARIA;2017;9;141.2;17.225
SANTA MARIA;2017;10;249.8;19.0
SANTA MARIA;2017;11;73.6;20.575
SANTA MARIA;2017;12;86.6;24.25
SANTA MARIA;2018;1;131.8;23.95
SANTA MARIA;2018;2;136.2;23.025
SANTA MARIA;2018;3;174.0;21.0
SANTA MARIA;2018;4;149.0;21.025
SANTA MARIA;2018;5;75.4;18.1
SANTA MARIA;2018;6;76.0;10.7
SANTA MARIA;2018;7;155.6;11.55
SANTA MARIA;2018;8;139.8;10.85
SANTA MARIA;2018;9;187.6;18.0
SANTA MARIA;2018;10;89.4;19.15
SANTA MARIA;2018;11;216.6;21.625
SANTA MARIA;2018;12;159.0;23.5
SANTA MARIA;2019;1;239.2;25.15
SANTA MARIA;2019;2;73.6;22.85
SANTA MARIA;2019;3;123.0;20.95
SANTA MARIA;2019;4;197.6;19.65
SANTA MARIA;2019;5;232.6;17.3
SANTA MARIA;2019;6;37.8;18.175
SANTA MARIA;2019;7;151.2;11.95
SANTA MARIA;2019;8;81.2;13.35
SANTA MARIA;2019;9;80.0;15.375
SANTA MARIA;2019;10;420.0;18.35
SANTA MARIA;2019;11;144.4;21.15
SANTA MARIA;2019;12;73.0;23.25
SANTA MARIA;2020;1;255.6;18.9
SANTA MARIA;2020;2;51.6;18.5
SANTA MARIA;2020;3;35.4;17.2
SANTA MARIA;2020;4;32.2;12.15
SANTA MARIA;2020;5;206.4;10.45
SANTA MARIA;2020;6;171.2;12.2
SANTA MARIA;2020;7;108.4;8.7
SANTA MARIA;2020;8;56.4;12.1
SANTA MARIA;2020;9;108.6;13.2
SANTA MARIA;2020;10;0.0;13.7
SANTA MARIA;2020;11;0.0;13.85
SANTA MARIA;2020;12;43.6;18.1
SANTA MARIA;2021;1;187.2;20.0
SANTA MARIA;2021;2;83.0;18.5
SANTA MARIA;2021;3;104.0;19.6
SANTA MARIA;2021;4;14.2;15.65
SANTA MARIA;2021;5;177.4;10.1
SANTA MARIA;2021;6;169.8;11.3
SANTA MARIA;2021;7;34.2;8.3
SANTA MARIA;2021;8;118.8;13.1
SANTA MARIA;2021;9;208.2;13.9
SANTA MARIA;2021;10;132.6;13.75
SANTA MARIA;2021;11;45.2;14.55
SANTA MARIA;2021;12;33.8;16.95
SANTA MARIA;2022;1;136.0;20.9
SANTA MARIA;2022;2;98.2;18.925
SANTA MARIA;2022;3;181.0;19.35
SANTA MARIA;2022;4;233.2;16.575
SANTA MARIA;2022;5;111.8;12.6
SANTA MARIA;2022;6;146.6;10.15
SANTA MARIA;2022;7;180.8;13.8
SANTA MARIA;2022;8;69.4;10.75
SANTA MARIA;2022;9;66.0;11.875
SANTA MARIA;2022;10;82.8;13.5
SANTA MARIA;2022;11;42.4;13.725
SANTA MARIA;2022;12;53.0;17.2
SANTA MARIA;2023;1;68.2;19.65
SANTA MARIA;2023;2;109.6;18.8
SANTA MARIA;2023;3;74.6;21.1
SANTA MARIA;2023;4;72.4;15.6
SANTA MARIA;2023;5;197.4;14.45
SANTA MARIA;2023;6;101.8;14.15
SANTA MARIA;2023;7;174.4;13.2
SANTA MARIA;2023;8;57.2;12.4
SANTA MARIA;2023;9;454.2;15.45
SANTA MARIA;2023;10;204.2;15.3
SANTA MARIA;2023;11;208.0;19.025
SANTA MARIA;2023;12;205.8;20.4
SANTA MARIA;2024;1;57.2;19.85
SANTA MARIA;2024;2;159.8;22.4
SANTA MARIA;2024;3;144.4;21.5
SANTA MARIA;2024;4;520.4;19.5
SANTA MARIA;2024;5;446.8;11.7
SANTA MARIA;2024;6;231.2;14.975
SANTA MARIA;2024;7;37.0;10.25
SANTA MARIA;2024;8;160.2;13.2
SANTA MARIA;2024;9;121.2;15.85
SANTA MARIA;2024;10;105.8;16.1
SANTA MARIA;2024;11;96.8;18.325
SANTA MARIA;2024;12;123.4;17.1
SANTA MARIA;2025;1;20.8;19.0
SANTA MARIA;2025;2;159.8;21.475
SANTA MARIA;2025;3;89.8;19.2
SANTA MARIA;2025;4;69.8;15.725
SANTA MARIA;2025;5;341.4;14.5
SANTA MARIA;2025;6;424.6;9.325
SANTA MARIA;2025;7;75.8;9.95
SANTA MARIA;2025;8;199.0;10.7
SANTA MARIA;2025;9;256.0;12.625
SANTA MARIA;2025;10;71.2;14.2
SANTA MARIA;2025;11;79.6;14.7
SANTA MARIA;2025;12;0.2;15.75
SANTA ROSA;2015;1;365.4;23.5
SANTA ROSA;2015;2;94.0;23.65
SANTA ROSA;2015;3;90.4;23.3
SANTA ROSA;2015;4;90.2;18.775
SANTA ROSA;2015;5;0.0;0.0
SANTA ROSA;2015;6;0.0;0.0
SANTA ROSA;2015;7;0.0;0.0
SANTA ROSA;2015;8;0.0;0.0
SANTA ROSA;2015;9;0.0;0.0
SANTA ROSA;2015;10;0.0;0.0
SANTA ROSA;2015;11;0.0;0.0
SANTA ROSA;2015;12;487.8;22.95
SANTA ROSA;2016;1;174.0;26.4
SANTA ROSA;2016;2;192.0;25.0
SANTA ROSA;2016;3;170.2;20.6
SANTA ROSA;2016;4;62.4;10.375
SANTA ROSA;2016;5;99.2;10.9
SANTA ROSA;2016;6;0.0;0.0
SANTA ROSA;2016;7;35.0;9.9
SANTA ROSA;2016;8;192.0;14.4
SANTA ROSA;2016;9;44.2;15.125
SANTA ROSA;2016;10;214.8;19.95
SANTA ROSA;2016;11;151.2;21.825
SANTA ROSA;2016;12;205.2;23.8
SANTA ROSA;2017;1;147.4;24.75
SANTA ROSA;2017;2;184.4;23.85
SANTA ROSA;2017;3;242.6;22.75
SANTA ROSA;2017;4;435.0;19.9
SANTA ROSA;2017;5;566.6;17.4
SANTA ROSA;2017;6;160.2;16.0
SANTA ROSA;2017;7;16.8;16.1
SANTA ROSA;2017;8;175.0;15.75
SANTA ROSA;2017;9;95.8;19.775
SANTA ROSA;2017;10;311.8;19.3
SANTA ROSA;2017;11;235.2;20.9
SANTA ROSA;2017;12;162.6;24.6
SANTA ROSA;2018;1;245.2;23.8
SANTA ROSA;2018;2;77.4;22.975
SANTA ROSA;2018;3;168.8;22.3
SANTA ROSA;2018;4;24.4;21.425
SANTA ROSA;2018;5;180.0;18.0
SANTA ROSA;2018;6;113.4;11.9
SANTA ROSA;2018;7;63.6;13.45
SANTA ROSA;2018;8;86.8;11.45
SANTA ROSA;2018;9;117.4;18.55
SANTA ROSA;2018;10;282.6;20.4
SANTA ROSA;2018;11;68.6;23.075
SANTA ROSA;2018;12;1.2;24.2
SANTA ROSA;2019;1;0.6;25.35
SANTA ROSA;2019;2;184.4;22.575
SANTA ROSA;2019;3;148.4;21.2
SANTA ROSA;2019;4;68.2;21.1
SANTA ROSA;2019;5;294.0;18.0
SANTA ROSA;2019;6;18.0;17.925
SANTA ROSA;2019;7;105.2;13.45
SANTA ROSA;2019;8;33.0;14.05
SANTA ROSA;2019;9;0.0;17.65
SANTA ROSA;2019;10;0.0;20.75
SANTA ROSA;2019;11;0.0;22.85
SANTA ROSA;2019;12;98.6;23.5
SANTA ROSA;2020;1;183.8;19.25
SANTA ROSA;2020;2;142.6;18.45
SANTA ROSA;2020;3;42.2;15.3
SANTA ROSA;2020;4;73.2;11.525
SANTA ROSA;2020;5;25.6;9.575
SANTA ROSA;2020;6;209.8;12.975
SANTA ROSA;2020;7;289.6;9.95
SANTA ROSA;2020;8;159.0;11.0
SANTA ROSA;2020;9;41.4;13.125
SANTA ROSA;2020;10;27.2;12.9
SANTA ROSA;2020;11;78.0;11.0
SANTA ROSA;2020;12;170.2;17.05
SANTA ROSA;2021;1;241.2;19.45
SANTA ROSA;2021;2;57.8;17.825
SANTA ROSA;2021;3;158.0;17.65
SANTA ROSA;2021;4;56.6;14.95
SANTA ROSA;2021;5;86.6;10.8
SANTA ROSA;2021;6;33.4;11.425
SANTA ROSA;2021;7;15.2;8.3
SANTA ROSA;2021;8;0.0;11.775
SANTA ROSA;2021;9;46.8;15.7
SANTA ROSA;2021;10;0.0;13.15
SANTA ROSA;2021;11;0.0;15.45
SANTA ROSA;2021;12;0.0;14.3
SANTA ROSA;2022;1;0.0;16.05
SANTA ROSA;2022;2;0.0;16.0
SANTA ROSA;2022;3;0.0;17.6
SANTA ROSA;2022;4;0.0;15.825
SANTA ROSA;2022;5;142.6;11.6
SANTA ROSA;2022;6;147.0;10.15
SANTA ROSA;2022;7;57.8;14.05
SANTA ROSA;2022;8;92.8;11.05
SANTA ROSA;2022;9;87.6;10.725
SANTA ROSA;2022;10;144.0;13.05
SANTA ROSA;2022;11;5.6;10.35
SANTA ROSA;2022;12;108.6;17.15
SANTA ROSA;2023;1;79.6;18.5
SANTA ROSA;2023;2;47.8;17.375
SANTA ROSA;2023;3;72.0;19.25
SANTA ROSA;2023;4;60.4;15.3
SANTA ROSA;2023;5;118.6;13.55
SANTA ROSA;2023;6;104.0;13.0
SANTA ROSA;2023;7;123.0;14.5
SANTA ROSA;2023;8;104.2;13.55
SANTA ROSA;2023;9;231.8;16.85
SANTA ROSA;2023;10;494.2;16.0
SANTA ROSA;2023;11;459.8;18.625
SANTA ROSA;2023;12;156.0;20.7
SANTA ROSA;2024;1;0.0;20.1
SANTA ROSA;2024;2;0.0;
SANTA ROSA;2024;3;48.0;18.25
SANTA ROSA;2024;4;290.4;19.85
SANTA ROSA;2024;5;337.0;13.75
SANTA ROSA;2024;6;131.4;15.325
SANTA ROSA;2024;7;60.0;10.75
SANTA ROSA;2024;8;53.8;12.0
SANTA ROSA;2024;9;62.8;14.475
SANTA ROSA;2024;10;187.8;15.9
SANTA ROSA;2024;11;70.8;18.175
SANTA ROSA;2024;12;188.4;16.3
SANTA ROSA;2025;1;68.8;18.25
SANTA ROSA;2025;2;44.4;20.5
SANTA ROSA;2025;3;0.0;
SANTA ROSA;2025;4;0.0;
SANTA ROSA;2025;5;0.0;
SANTA ROSA;2025;6;0.0;
SANTA ROSA;2025;7;0.0;
SANTA ROSA;2025;8;0.0;
SANTA ROSA;2025;9;0.0;
SANTA ROSA;2025;10;0.0;
SANTA ROSA;2025;11;0.0;
SANTA ROSA;2025;12;0.0;
SANTIAGO;2015;1;273.8;22.65
SANTIAGO;2015;2;114.0;22.425
SANTIAGO;2015;3;129.0;21.75
SANTIAGO;2015;4;99.8;18.675
SANTIAGO;2015;5;128.8;16.55
SANTIAGO;2015;6;182.8;15.125
SANTIAGO;2015;7;124.2;12.75
SANTIAGO;2015;8;105.6;17.55
SANTIAGO;2015;9;156.8;15.375
SANTIAGO;2015;10;421.8;17.7
SANTIAGO;2015;11;270.8;19.6
SANTIAGO;2015;12;400.6;21.1
SANTIAGO;2016;1;78.4;23.7
SANTIAGO;2016;2;114.8;23.45
SANTIAGO;2016;3;197.4;19.05
SANTIAGO;2016;4;165.6;21.0
SANTIAGO;2016;5;116.2;12.35
SANTIAGO;2016;6;27.6;8.7
SANTIAGO;2016;7;66.6;12.15
SANTIAGO;2016;8;114.4;14.05
SANTIAGO;2016;9;36.8;13.775
SANTIAGO;2016;10;296.4;17.8
SANTIAGO;2016;11;260.8;20.0
SANTIAGO;2016;12;270.8;23.1
SANTIAGO;2017;1;249.4;23.25
SANTIAGO;2017;2;264.6;22.35
SANTIAGO;2017;3;220.0;21.35
SANTIAGO;2017;4;292.4;18.275
SANTIAGO;2017;5;387.4;15.25
SANTIAGO;2017;6;141.4;13.3
SANTIAGO;2017;7;4.4;16.3
SANTIAGO;2017;8;243.8;13.95
SANTIAGO;2017;9;162.0;16.175
SANTIAGO;2017;10;220.2;18.5
SANTIAGO;2017;11;90.2;19.9
SANTIAGO;2017;12;152.6;23.55
SANTIAGO;2018;1;290.8;22.35
SANTIAGO;2018;2;35.6;22.475
SANTIAGO;2018;3;261.4;21.35
SANTIAGO;2018;4;121.8;21.4
SANTIAGO;2018;5;133.4;17.0
SANTIAGO;2018;6;113.2;9.975
SANTIAGO;2018;7;0.2;0.0
SANTIAGO;2018;8;127.2;5.75
SANTIAGO;2018;9;197.2;17.275
SANTIAGO;2018;10;146.6;18.25
SANTIAGO;2018;11;332.2;21.175
SANTIAGO;2018;12;206.4;21.8
SANTIAGO;2019;1;481.2;23.45
SANTIAGO;2019;2;88.8;22.65
SANTIAGO;2019;3;203.0;20.35
SANTIAGO;2019;4;163.6;19.225
SANTIAGO;2019;5;228.0;16.5
SANTIAGO;2019;6;53.2;17.825
SANTIAGO;2019;7;141.8;12.65
SANTIAGO;2019;8;62.4;13.35
SANTIAGO;2019;9;90.8;14.725
SANTIAGO;2019;10;373.0;18.45
SANTIAGO;2019;11;204.6;21.225
SANTIAGO;2019;12;68.4;22.55
SANTIAGO;2020;1;155.2;17.7
SANTIAGO;2020;2;80.6;16.3
SANTIAGO;2020;3;19.2;13.65
SANTIAGO;2020;4;90.8;10.225
SANTIAGO;2020;5;262.0;8.3
SANTIAGO;2020;6;226.8;12.825
SANTIAGO;2020;7;45.4;7.7
SANTIAGO;2020;8;41.2;10.9
SANTIAGO;2020;9;211.2;11.95
SANTIAGO;2020;10;0.0;
SANTIAGO;2020;11;0.0;
SANTIAGO;2020;12;75.4;16.9
SANTIAGO;2021;1;174.2;18.6
SANTIAGO;2021;2;126.8;16.925
SANTIAGO;2021;3;85.0;17.0
SANTIAGO;2021;4;118.8;14.3
SANTIAGO;2021;5;198.2;9.9
SANTIAGO;2021;6;241.0;10.025
SANTIAGO;2021;7;26.4;7.8
SANTIAGO;2021;8;91.4;11.4
SANTIAGO;2021;9;156.8;12.5
SANTIAGO;2021;10;87.8;11.65
SANTIAGO;2021;11;21.0;13.8
SANTIAGO;2021;12;34.0;14.6
SANTIAGO;2022;1;66.0;17.8
SANTIAGO;2022;2;112.0;13.525
SANTIAGO;2022;3;185.4;16.85
SANTIAGO;2022;4;235.8;15.9
SANTIAGO;2022;5;30.0;9.65
SANTIAGO;2022;6;1.8;8.2
SANTIAGO;2022;7;43.2;13.15
SANTIAGO;2022;8;39.2;9.0
SANTIAGO;2022;9;56.0;9.425
SANTIAGO;2022;10;71.6;11.9
SANTIAGO;2022;11;54.4;10.45
SANTIAGO;2022;12;36.6;15.35
SANTIAGO;2023;1;46.0;15.85
SANTIAGO;2023;2;77.6;15.8
SANTIAGO;2023;3;162.8;18.5
SANTIAGO;2023;4;83.4;13.65
SANTIAGO;2023;5;136.2;12.2
SANTIAGO;2023;6;41.4;13.325
SANTIAGO;2023;7;70.4;12.625
SANTIAGO;2023;8;38.6;12.1
SANTIAGO;2023;9;482.2;14.5
SANTIAGO;2023;10;301.6;14.5
SANTIAGO;2023;11;277.0;17.925
SANTIAGO;2023;12;273.2;19.2
SANTIAGO;2024;1;129.8;18.5
SANTIAGO;2024;2;222.4;20.1
SANTIAGO;2024;3;224.0;19.55
SANTIAGO;2024;4;409.6;18.1
SANTIAGO;2024;5;364.4;10.6
SANTIAGO;2024;6;216.0;14.5
SANTIAGO;2024;7;25.4;9.9
SANTIAGO;2024;8;176.6;11.8
SANTIAGO;2024;9;128.2;13.9
SANTIAGO;2024;10;168.6;15.35
SANTIAGO;2024;11;97.6;17.85
SANTIAGO;2024;12;54.8;15.35
SANTIAGO;2025;1;59.6;17.7
SANTIAGO;2025;2;88.6;19.875
SANTIAGO;2025;3;21.6;17.15
SANTIAGO;2025;4;0.0;14.325
SANTIAGO;2025;5;0.0;13.45
SANTIAGO;2025;6;0.0;8.3
SANTIAGO;2025;7;91.6;9.55
SANTIAGO;2025;8;190.8;10.0
SANTIAGO;2025;9;249.2;10.95
SANTIAGO;2025;10;95.4;12.55
SANTIAGO;2025;11;0.0;14.2
SANTIAGO;2025;12;0.0;13.9
SANTO AUGUSTO;2015;1;238.0;22.45
SANTO AUGUSTO;2015;2;121.0;22.525
SANTO AUGUSTO;2015;3;115.6;22.3
SANTO AUGUSTO;2015;4;125.2;19.225
SANTO AUGUSTO;2015;5;250.4;16.7
SANTO AUGUSTO;2015;6;176.0;14.95
SANTO AUGUSTO;2015;7;336.8;13.3
SANTO AUGUSTO;2015;8;44.2;19.45
SANTO AUGUSTO;2015;9;167.2;16.6
SANTO AUGUSTO;2015;10;146.0;19.7
SANTO AUGUSTO;2015;11;236.4;20.475
SANTO AUGUSTO;2015;12;74.2;0.0
SANTO AUGUSTO;2016;1;0.0;0.0
SANTO AUGUSTO;2016;2;0.0;0.0
SANTO AUGUSTO;2016;3;0.0;0.0
SANTO AUGUSTO;2016;4;0.0;0.0
SANTO AUGUSTO;2016;5;77.8;6.75
SANTO AUGUSTO;2016;6;2.0;4.175
SANTO AUGUSTO;2016;7;95.2;12.45
SANTO AUGUSTO;2016;8;143.8;15.0
SANTO AUGUSTO;2016;9;58.0;14.725
SANTO AUGUSTO;2016;10;227.2;18.4
SANTO AUGUSTO;2016;11;91.8;20.7
