municipio;ano;mes;precipitacao_sum;temp_orvalho_median
LAGOA VERMELHA;2015;9;117.0;9.3
LAGOA VERMELHA;2015;10;0.0;0.0
LAGOA VERMELHA;2015;11;80.2;0.0
LAGOA VERMELHA;2015;12;255.4;20.7
LAGOA VERMELHA;2016;1;148.4;21.3
LAGOA VERMELHA;2016;2;175.0;21.15
LAGOA VERMELHA;2016;3;202.8;18.15
LAGOA VERMELHA;2016;4;175.6;21.0
LAGOA VERMELHA;2016;5;90.2;12.7
LAGOA VERMELHA;2016;6;27.6;8.125
LAGOA VERMELHA;2016;7;218.2;11.45
LAGOA VERMELHA;2016;8;156.6;12.15
LAGOA VERMELHA;2016;9;69.2;12.8
LAGOA VERMELHA;2016;10;336.6;15.5
LAGOA VERMELHA;2016;11;114.4;18.4
LAGOA VERMELHA;2016;12;160.6;20.25
LAGOA VERMELHA;2017;1;170.6;21.2
LAGOA VERMELHA;2017;2;103.4;21.475
LAGOA VERMELHA;2017;3;117.8;19.25
LAGOA VERMELHA;2017;4;187.0;16.45
LAGOA VERMELHA;2017;5;390.2;14.95
LAGOA VERMELHA;2017;6;175.6;13.075
LAGOA VERMELHA;2017;7;10.0;13.55
LAGOA VERMELHA;2017;8;167.4;13.75
LAGOA VERMELHA;2017;9;113.2;17.1
LAGOA VERMELHA;2017;10;168.2;16.25
LAGOA VERMELHA;2017;11;144.4;17.175
LAGOA VERMELHA;2017;12;151.0;20.85
LAGOA VERMELHA;2018;1;177.6;19.9
LAGOA VERMELHA;2018;2;89.6;19.4
LAGOA VERMELHA;2018;3;142.8;19.55
LAGOA VERMELHA;2018;4;52.6;19.15
LAGOA VERMELHA;2018;5;107.4;13.9
LAGOA VERMELHA;2018;6;157.0;11.25
LAGOA VERMELHA;2018;7;119.4;13.35
LAGOA VERMELHA;2018;8;129.6;11.3
LAGOA VERMELHA;2018;9;196.2;15.2
LAGOA VERMELHA;2018;10;245.8;16.35
LAGOA VERMELHA;2018;11;256.2;18.925
LAGOA VERMELHA;2018;12;145.4;19.85
LAGOA VERMELHA;2019;1;135.6;21.9
LAGOA VERMELHA;2019;2;169.2;19.825
LAGOA VERMELHA;2019;3;175.2;18.25
LAGOA VERMELHA;2019;4;113.6;17.725
LAGOA VERMELHA;2019;5;220.4;15.5
LAGOA VERMELHA;2019;6;35.2;14.425
LAGOA VERMELHA;2019;7;108.8;12.25
LAGOA VERMELHA;2019;8;55.0;11.7
LAGOA VERMELHA;2019;9;63.2;15.05
LAGOA VERMELHA;2019;10;312.0;17.6
LAGOA VERMELHA;2019;11;118.8;18.5
LAGOA VERMELHA;2019;12;93.6;20.8
LAGOA VERMELHA;2020;1;183.4;15.8
LAGOA VERMELHA;2020;2;109.0;15.6
LAGOA VERMELHA;2020;3;18.4;13.75
LAGOA VERMELHA;2020;4;44.0;10.25
LAGOA VERMELHA;2020;5;164.0;7.05
LAGOA VERMELHA;2020;6;249.6;11.5
LAGOA VERMELHA;2020;7;327.6;10.9
LAGOA VERMELHA;2020;8;91.4;8.8
LAGOA VERMELHA;2020;9;115.8;12.675
LAGOA VERMELHA;2020;10;66.0;12.1
LAGOA VERMELHA;2020;11;70.8;12.95
LAGOA VERMELHA;2020;12;104.0;15.4
LAGOA VERMELHA;2021;1;287.0;17.5
LAGOA VERMELHA;2021;2;30.4;15.025
LAGOA VERMELHA;2021;3;237.8;16.75
LAGOA VERMELHA;2021;4;13.2;12.25
LAGOA VERMELHA;2021;5;16.4;9.0
LAGOA VERMELHA;2021;6;18.4;9.575
LAGOA VERMELHA;2021;7;4.2;6.95
LAGOA VERMELHA;2021;8;22.8;10.6
LAGOA VERMELHA;2021;9;210.4;12.925
LAGOA VERMELHA;2021;10;129.0;12.4
LAGOA VERMELHA;2021;11;91.2;13.45
LAGOA VERMELHA;2021;12;25.8;13.65
LAGOA VERMELHA;2022;1;66.0;17.05
LAGOA VERMELHA;2022;2;61.8;16.075
LAGOA VERMELHA;2022;3;123.4;16.4
LAGOA VERMELHA;2022;4;125.8;14.4
LAGOA VERMELHA;2022;5;209.4;10.5
LAGOA VERMELHA;2022;6;297.4;8.575
LAGOA VERMELHA;2022;7;67.6;11.65
LAGOA VERMELHA;2022;8;132.2;9.15
LAGOA VERMELHA;2022;9;72.8;8.75
LAGOA VERMELHA;2022;10;163.8;12.55
LAGOA VERMELHA;2022;11;30.4;9.875
LAGOA VERMELHA;2022;12;106.6;15.45
LAGOA VERMELHA;2023;1;50.0;16.2
LAGOA VERMELHA;2023;2;62.0;15.4
LAGOA VERMELHA;2023;3;49.8;17.0
LAGOA VERMELHA;2023;4;75.2;12.725
LAGOA VERMELHA;2023;5;114.6;10.7
LAGOA VERMELHA;2023;6;129.4;10.575
LAGOA VERMELHA;2023;7;163.0;11.25
LAGOA VERMELHA;2023;8;64.2;10.6
LAGOA VERMELHA;2023;9;322.4;14.425
LAGOA VERMELHA;2023;10;398.8;13.6
LAGOA VERMELHA;2023;11;386.0;15.25
LAGOA VERMELHA;2023;12;107.6;16.95
LAGOA VERMELHA;2024;1;159.0;16.65
LAGOA VERMELHA;2024;2;128.8;18.3
LAGOA VERMELHA;2024;3;92.2;16.4
LAGOA VERMELHA;2024;4;174.6;17.025
LAGOA VERMELHA;2024;5;344.0;13.55
LAGOA VERMELHA;2024;6;207.8;12.425
LAGOA VERMELHA;2024;7;133.0;9.25
LAGOA VERMELHA;2024;8;87.0;10.75
LAGOA VERMELHA;2024;9;120.6;12.375
LAGOA VERMELHA;2024;10;197.8;13.9
LAGOA VERMELHA;2024;11;51.2;15.025
LAGOA VERMELHA;2024;12;168.2;14.9
LAGOA VERMELHA;2025;1;65.6;16.5
LAGOA VERMELHA;2025;2;66.0;17.825
LAGOA VERMELHA;2025;3;8.4;16.4
LAGOA VERMELHA;2025;4;93.8;13.7
LAGOA VERMELHA;2025;5;66.0;12.1
LAGOA VERMELHA;2025;6;423.0;9.625
LAGOA VERMELHA;2025;7;60.0;7.25
LAGOA VERMELHA;2025;8;127.0;9.95
LAGOA VERMELHA;2025;9;244.4;11.475
LAGOA VERMELHA;2025;10;173.6;12.15
LAGOA VERMELHA;2025;11;87.8;13.7
LAGOA VERMELHA;2025;12;110.8;15.125
PALMEIRA DAS MISSOES;2015;1;84.0;21.7
PALMEIRA DAS MISSOES;2015;2;88.8;21.8
PALMEIRA DAS MISSOES;2015;3;0.0;21.75
PALMEIRA DAS MISSOES;2015;4;0.0;18.675
PALMEIRA DAS MISSOES;2015;5;0.0;16.0
PALMEIRA DAS MISSOES;2015;6;0.0;14.15
PALMEIRA DAS MISSOES;2015;7;0.0;12.3
PALMEIRA DAS MISSOES;2015;8;0.0;20.25
PALMEIRA DAS MISSOES;2015;9;0.0;15.35
PALMEIRA DAS MISSOES;2015;10;0.0;18.65
PALMEIRA DAS MISSOES;2015;11;116.2;19.3
PALMEIRA DAS MISSOES;2015;12;284.2;21.45
PALMEIRA DAS MISSOES;2016;1;101.6;23.9
PALMEIRA DAS MISSOES;2016;2;206.8;22.45
PALMEIRA DAS MISSOES;2016;3;125.2;19.45
PALMEIRA DAS MISSOES;2016;4;134.6;22.05
PALMEIRA DAS MISSOES;2016;5;71.4;11.3
PALMEIRA DAS MISSOES;2016;6;0.4;0.0
PALMEIRA DAS MISSOES;2016;7;100.8;8.6
PALMEIRA DAS MISSOES;2016;8;193.4;14.45
PALMEIRA DAS MISSOES;2016;9;48.4;13.75
PALMEIRA DAS MISSOES;2016;10;276.6;17.9
PALMEIRA DAS MISSOES;2016;11;100.4;19.975
PALMEIRA DAS MISSOES;2016;12;179.8;21.9
PALMEIRA DAS MISSOES;2017;1;107.4;22.65
PALMEIRA DAS MISSOES;2017;2;125.0;22.25
PALMEIRA DAS MISSOES;2017;3;125.4;20.75
PALMEIRA DAS MISSOES;2017;4;350.6;17.75
PALMEIRA DAS MISSOES;2017;5;390.8;15.95
PALMEIRA DAS MISSOES;2017;6;217.8;14.6
PALMEIRA DAS MISSOES;2017;7;20.0;16.35
PALMEIRA DAS MISSOES;2017;8;158.8;15.45
PALMEIRA DAS MISSOES;2017;9;76.8;19.3
PALMEIRA DAS MISSOES;2017;10;381.4;18.3
PALMEIRA DAS MISSOES;2017;11;241.8;19.575
PALMEIRA DAS MISSOES;2017;12;74.8;22.6
PALMEIRA DAS MISSOES;2018;1;238.6;21.45
PALMEIRA DAS MISSOES;2018;2;67.4;21.175
PALMEIRA DAS MISSOES;2018;3;168.0;20.4
PALMEIRA DAS MISSOES;2018;4;34.0;21.425
PALMEIRA DAS MISSOES;2018;5;152.0;17.15
PALMEIRA DAS MISSOES;2018;6;180.0;11.275
PALMEIRA DAS MISSOES;2018;7;98.2;13.15
PALMEIRA DAS MISSOES;2018;8;1.6;0.0
PALMEIRA DAS MISSOES;2018;9;0.0;0.0
PALMEIRA DAS MISSOES;2018;10;0.0;0.0
PALMEIRA DAS MISSOES;2018;11;155.4;0.0
PALMEIRA DAS MISSOES;2018;12;59.8;22.25
PALMEIRA DAS MISSOES;2019;1;176.6;23.25
PALMEIRA DAS MISSOES;2019;2;195.0;20.8
PALMEIRA DAS MISSOES;2019;3;138.6;19.5
PALMEIRA DAS MISSOES;2019;4;149.4;19.55
PALMEIRA DAS MISSOES;2019;5;256.2;16.6
PALMEIRA DAS MISSOES;2019;6;32.6;17.25
PALMEIRA DAS MISSOES;2019;7;85.4;12.75
PALMEIRA DAS MISSOES;2019;8;67.0;13.25
PALMEIRA DAS MISSOES;2019;9;45.8;16.075
PALMEIRA DAS MISSOES;2019;10;210.0;19.4
PALMEIRA DAS MISSOES;2019;11;126.2;20.65
PALMEIRA DAS MISSOES;2019;12;115.8;22.15
PALMEIRA DAS MISSOES;2020;1;171.8;18.65
PALMEIRA DAS MISSOES;2020;2;67.8;17.2
PALMEIRA DAS MISSOES;2020;3;54.0;13.75
PALMEIRA DAS MISSOES;2020;4;54.0;10.85
PALMEIRA DAS MISSOES;2020;5;80.4;8.7
PALMEIRA DAS MISSOES;2020;6;105.2;12.475
PALMEIRA DAS MISSOES;2020;7;0.0;9.45
PALMEIRA DAS MISSOES;2020;8;80.8;10.35
PALMEIRA DAS MISSOES;2020;9;86.0;12.95
PALMEIRA DAS MISSOES;2020;10;19.6;12.8
PALMEIRA DAS MISSOES;2020;11;0.0;12.45
PALMEIRA DAS MISSOES;2020;12;37.8;17.15
PALMEIRA DAS MISSOES;2021;1;146.2;18.75
PALMEIRA DAS MISSOES;2021;2;0.0;16.85
PALMEIRA DAS MISSOES;2021;3;62.4;17.9
PALMEIRA DAS MISSOES;2021;4;9.2;13.375
PALMEIRA DAS MISSOES;2021;5;0.0;8.8
PALMEIRA DAS MISSOES;2021;6;0.0;11.075
PALMEIRA DAS MISSOES;2021;7;38.6;7.4
PALMEIRA DAS MISSOES;2021;8;50.4;11.15
PALMEIRA DAS MISSOES;2021;9;0.0;13.875
PALMEIRA DAS MISSOES;2021;10;47.0;13.3
PALMEIRA DAS MISSOES;2021;11;53.8;14.5
PALMEIRA DAS MISSOES;2021;12;2.8;15.0
PALMEIRA DAS MISSOES;2022;1;72.6;17.8
PALMEIRA DAS MISSOES;2022;2;96.8;15.325
PALMEIRA DAS MISSOES;2022;3;251.0;17.0
PALMEIRA DAS MISSOES;2022;4;202.2;14.75
PALMEIRA DAS MISSOES;2022;5;137.8;10.675
PALMEIRA DAS MISSOES;2022;6;0.0;7.5
PALMEIRA DAS MISSOES;2022;7;0.0;15.0
PALMEIRA DAS MISSOES;2022;8;0.0;
PALMEIRA DAS MISSOES;2022;9;21.8;12.8
PALMEIRA DAS MISSOES;2022;10;214.8;13.25
PALMEIRA DAS MISSOES;2022;11;34.4;9.8
PALMEIRA DAS MISSOES;2022;12;45.8;15.65
PALMEIRA DAS MISSOES;2023;1;76.8;17.45
PALMEIRA DAS MISSOES;2023;2;83.0;16.45
PALMEIRA DAS MISSOES;2023;3;102.4;18.25
PALMEIRA DAS MISSOES;2023;4;55.4;14.3
PALMEIRA DAS MISSOES;2023;5;143.0;12.35
PALMEIRA DAS MISSOES;2023;6;154.4;12.325
PALMEIRA DAS MISSOES;2023;7;167.8;13.15
PALMEIRA DAS MISSOES;2023;8;100.0;12.55
PALMEIRA DAS MISSOES;2023;9;378.2;16.0
PALMEIRA DAS MISSOES;2023;10;599.6;15.15
PALMEIRA DAS MISSOES;2023;11;440.6;17.475
PALMEIRA DAS MISSOES;2023;12;216.2;19.25
PALMEIRA DAS MISSOES;2024;1;195.0;18.0
PALMEIRA DAS MISSOES;2024;2;138.2;20.05
PALMEIRA DAS MISSOES;2024;3;212.4;18.3
PALMEIRA DAS MISSOES;2024;4;244.8;18.3
PALMEIRA DAS MISSOES;2024;5;457.6;14.45
PALMEIRA DAS MISSOES;2024;6;200.6;13.8
PALMEIRA DAS MISSOES;2024;7;73.6;9.8
PALMEIRA DAS MISSOES;2024;8;101.8;9.95
PALMEIRA DAS MISSOES;2024;9;117.4;10.9
PALMEIRA DAS MISSOES;2024;10;213.6;12.35
PALMEIRA DAS MISSOES;2024;11;90.8;14.625
PALMEIRA DAS MISSOES;2024;12;190.2;13.5
PALMEIRA DAS MISSOES;2025;1;104.6;15.7
PALMEIRA DAS MISSOES;2025;2;86.2;15.625
PALMEIRA DAS MISSOES;2025;3;100.4;13.3
PALMEIRA DAS MISSOES;2025;4;166.8;11.1
PALMEIRA DAS MISSOES;2025;5;159.2;10.3
PALMEIRA DAS MISSOES;2025;6;368.4;7.9
PALMEIRA DAS MISSOES;2025;7;57.6;3.95
PALMEIRA DAS MISSOES;2025;8;109.8;7.15
PALMEIRA DAS MISSOES;2025;9;85.8;10.25
PALMEIRA DAS MISSOES;2025;10;0.0;
PALMEIRA DAS MISSOES;2025;11;0.0;
PALMEIRA DAS MISSOES;2025;12;47.4;19.9
PASSO FUNDO;2015;1;285.2;20.75
PASSO FUNDO;2015;2;110.0;21.0
PASSO FUNDO;2015;3;44.0;21.35
PASSO FUNDO;2015;4;148.6;17.875
PASSO FUNDO;2015;5;169.4;15.2
PASSO FUNDO;2015;6;178.2;12.625
PASSO FUNDO;2015;7;340.2;12.7
PASSO FUNDO;2015;8;56.6;17.5
PASSO FUNDO;2015;9;204.2;15.4
PASSO FUNDO;2015;10;263.6;17.1
PASSO FUNDO;2015;11;207.6;19.1
PASSO FUNDO;2015;12;362.4;21.2
PASSO FUNDO;2016;1;199.6;22.65
PASSO FUNDO;2016;2;217.6;22.25
PASSO FUNDO;2016;3;206.0;19.1
PASSO FUNDO;2016;4;190.8;21.425
PASSO FUNDO;2016;5;75.0;13.15
PASSO FUNDO;2016;6;20.0;8.475
PASSO FUNDO;2016;7;198.6;12.25
PASSO FUNDO;2016;8;189.8;12.8
PASSO FUNDO;2016;9;69.4;13.95
PASSO FUNDO;2016;10;361.2;16.5
PASSO FUNDO;2016;11;78.8;19.45
PASSO FUNDO;2016;12;188.0;21.55
PASSO FUNDO;2017;1;177.4;21.8
PASSO FUNDO;2017;2;192.2;22.0
PASSO FUNDO;2017;3;180.8;19.9
PASSO FUNDO;2017;4;296.8;17.775
PASSO FUNDO;2017;5;309.8;15.0
PASSO FUNDO;2017;6;83.2;13.725
PASSO FUNDO;2017;7;0.4;0.0
PASSO FUNDO;2017;8;168.0;14.55
PASSO FUNDO;2017;9;66.0;18.3
PASSO FUNDO;2017;10;131.6;16.8
PASSO FUNDO;2017;11;181.4;18.475
PASSO FUNDO;2017;12;76.2;21.9
PASSO FUNDO;2018;1;197.8;21.2
PASSO FUNDO;2018;2;66.4;20.45
PASSO FUNDO;2018;3;165.4;20.45
PASSO FUNDO;2018;4;69.4;20.1
PASSO FUNDO;2018;5;88.2;14.95
PASSO FUNDO;2018;6;189.2;11.025
PASSO FUNDO;2018;7;107.4;13.4
PASSO FUNDO;2018;8;125.4;11.0
PASSO FUNDO;2018;9;224.8;15.775
PASSO FUNDO;2018;10;328.0;17.75
PASSO FUNDO;2018;11;205.6;20.25
PASSO FUNDO;2018;12;94.0;21.0
PASSO FUNDO;2019;1;90.2;22.25
PASSO FUNDO;2019;2;189.4;19.95
PASSO FUNDO;2019;3;116.2;19.3
PASSO FUNDO;2019;4;56.2;18.8
PASSO FUNDO;2019;5;226.4;16.1
PASSO FUNDO;2019;6;37.8;15.35
PASSO FUNDO;2019;7;101.6;12.65
PASSO FUNDO;2019;8;74.8;12.5
PASSO FUNDO;2019;9;45.0;15.45
PASSO FUNDO;2019;10;327.0;18.2
PASSO FUNDO;2019;11;113.2;19.525
PASSO FUNDO;2019;12;60.0;21.5
PASSO FUNDO;2020;1;206.2;17.3
PASSO FUNDO;2020;2;78.6;17.2
PASSO FUNDO;2020;3;17.2;13.8
PASSO FUNDO;2020;4;37.4;10.35
PASSO FUNDO;2020;5;140.8;7.6
PASSO FUNDO;2020;6;114.6;12.05
PASSO FUNDO;2020;7;75.6;8.25
PASSO FUNDO;2020;8;94.6;9.95
PASSO FUNDO;2020;9;92.0;12.8
PASSO FUNDO;2020;10;76.4;13.45
PASSO FUNDO;2020;11;98.0;12.5
PASSO FUNDO;2020;12;117.8;16.65
PASSO FUNDO;2021;1;207.6;18.25
PASSO FUNDO;2021;2;71.8;16.5
PASSO FUNDO;2021;3;170.4;17.35
PASSO FUNDO;2021;4;10.0;12.85
PASSO FUNDO;2021;5;131.8;8.85
PASSO FUNDO;2021;6;181.6;10.4
PASSO FUNDO;2021;7;35.8;7.85
PASSO FUNDO;2021;8;75.8;11.4
PASSO FUNDO;2021;9;201.8;13.95
PASSO FUNDO;2021;10;170.8;12.85
PASSO FUNDO;2021;11;44.0;13.825
PASSO FUNDO;2021;12;33.8;14.45
PASSO FUNDO;2022;1;71.0;18.2
PASSO FUNDO;2022;2;205.0;16.7
PASSO FUNDO;2022;3;196.6;17.0
PASSO FUNDO;2022;4;279.0;14.65
PASSO FUNDO;2022;5;338.6;11.05
PASSO FUNDO;2022;6;313.4;9.35
PASSO FUNDO;2022;7;72.8;12.55
PASSO FUNDO;2022;8;121.0;10.15
PASSO FUNDO;2022;9;58.4;10.65
PASSO FUNDO;2022;10;176.2;13.15
PASSO FUNDO;2022;11;79.2;10.45
PASSO FUNDO;2022;12;52.4;15.8
PASSO FUNDO;2023;1;149.8;16.8
PASSO FUNDO;2023;2;85.0;16.3
PASSO FUNDO;2023;3;122.8;17.75
PASSO FUNDO;2023;4;70.6;13.3
PASSO FUNDO;2023;5;95.8;11.7
PASSO FUNDO;2023;6;145.0;11.375
PASSO FUNDO;2023;7;235.4;12.15
PASSO FUNDO;2023;8;105.8;11.55
PASSO FUNDO;2023;9;484.8;15.25
PASSO FUNDO;2023;10;485.0;15.25
PASSO FUNDO;2023;11;533.2;16.225
PASSO FUNDO;2023;12;197.6;17.7
PASSO FUNDO;2024;1;220.8;17.6
PASSO FUNDO;2024;2;305.4;19.0
PASSO FUNDO;2024;3;184.2;17.9
PASSO FUNDO;2024;4;246.6;17.55
PASSO FUNDO;2024;5;383.2;13.7
PASSO FUNDO;2024;6;259.6;13.15
PASSO FUNDO;2024;7;68.6;9.85
PASSO FUNDO;2024;8;108.6;11.55
PASSO FUNDO;2024;9;140.6;13.625
PASSO FUNDO;2024;10;195.2;14.6
PASSO FUNDO;2024;11;67.8;16.15
PASSO FUNDO;2024;12;217.0;15.65
PASSO FUNDO;2025;1;67.8;17.55
PASSO FUNDO;2025;2;88.2;18.7
PASSO FUNDO;2025;3;34.8;17.15
PASSO FUNDO;2025;4;102.4;14.65
PASSO FUNDO;2025;5;80.8;12.45
PASSO FUNDO;2025;6;120.6;8.95
PASSO FUNDO;2025;7;21.2;8.0
PASSO FUNDO;2025;8;76.2;11.1
PASSO FUNDO;2025;9;122.8;12.35
PASSO FUNDO;2025;10;73.0;13.2
PASSO FUNDO;2025;11;99.4;13.4
PASSO FUNDO;2025;12;114.4;18.1
PORTO ALEGRE;2015;1;159.8;25.35
PORTO ALEGRE;2015;2;99.4;24.0
PORTO ALEGRE;2015;3;54.0;23.45
PORTO ALEGRE;2015;4;76.0;20.925
PORTO ALEGRE;2015;5;142.4;17.9
PORTO ALEGRE;2015;6;172.4;14.775
PORTO ALEGRE;2015;7;313.4;15.05
PORTO ALEGRE;2015;8;111.6;19.45
PORTO ALEGRE;2015;9;186.6;16.925
PORTO ALEGRE;2015;10;312.6;18.6
PORTO ALEGRE;2015;11;124.8;20.325
PORTO ALEGRE;2015;12;100.2;23.0
PORTO ALEGRE;2016;1;113.0;25.3
PORTO ALEGRE;2016;2;58.6;25.3
PORTO ALEGRE;2016;3;308.8;21.95
PORTO ALEGRE;2016;4;217.2;22.3
PORTO ALEGRE;2016;5;73.2;14.1
PORTO ALEGRE;2016;6;7.4;11.075
PORTO ALEGRE;2016;7;152.2;13.1
PORTO ALEGRE;2016;8;106.0;14.55
PORTO ALEGRE;2016;9;91.6;15.225
PORTO ALEGRE;2016;10;196.4;18.7
PORTO ALEGRE;2016;11;106.8;20.525
PORTO ALEGRE;2016;12;130.2;24.6
PORTO ALEGRE;2017;1;194.8;24.95
PORTO ALEGRE;2017;2;43.0;25.625
PORTO ALEGRE;2017;3;162.2;22.2
PORTO ALEGRE;2017;4;113.0;19.675
PORTO ALEGRE;2017;5;179.8;17.4
PORTO ALEGRE;2017;6;197.0;15.975
PORTO ALEGRE;2017;7;17.0;16.9
PORTO ALEGRE;2017;8;104.4;15.8
PORTO ALEGRE;2017;9;166.4;19.35
PORTO ALEGRE;2017;10;289.8;19.5
PORTO ALEGRE;2017;11;136.0;20.275
PORTO ALEGRE;2017;12;153.2;23.45
PORTO ALEGRE;2018;1;149.8;23.9
PORTO ALEGRE;2018;2;110.4;23.125
PORTO ALEGRE;2018;3;116.6;22.4
PORTO ALEGRE;2018;4;88.8;22.475
PORTO ALEGRE;2018;5;91.8;18.65
PORTO ALEGRE;2018;6;145.2;12.025
PORTO ALEGRE;2018;7;167.6;13.65
PORTO ALEGRE;2018;8;147.2;12.7
PORTO ALEGRE;2018;9;147.0;18.45
PORTO ALEGRE;2018;10;91.6;19.85
PORTO ALEGRE;2018;11;129.2;22.0
PORTO ALEGRE;2018;12;61.4;23.6
PORTO ALEGRE;2019;1;117.6;26.55
PORTO ALEGRE;2019;2;95.8;24.125
PORTO ALEGRE;2019;3;80.2;22.6
PORTO ALEGRE;2019;4;238.0;20.975
PORTO ALEGRE;2019;5;250.6;18.15
PORTO ALEGRE;2019;6;67.8;18.175
PORTO ALEGRE;2019;7;134.2;13.0
PORTO ALEGRE;2019;8;79.4;13.9
PORTO ALEGRE;2019;9;90.8;16.275
PORTO ALEGRE;2019;10;277.0;19.85
PORTO ALEGRE;2019;11;91.2;21.625
PORTO ALEGRE;2019;12;20.2;23.7
PORTO ALEGRE;2020;1;81.6;19.05
PORTO ALEGRE;2020;2;83.0;19.1
PORTO ALEGRE;2020;3;23.4;18.0
PORTO ALEGRE;2020;4;30.8;14.85
PORTO ALEGRE;2020;5;132.2;11.75
PORTO ALEGRE;2020;6;235.2;13.25
PORTO ALEGRE;2020;7;262.0;9.75
PORTO ALEGRE;2020;8;78.4;12.2
PORTO ALEGRE;2020;9;230.2;14.075
PORTO ALEGRE;2020;10;97.0;14.4
PORTO ALEGRE;2020;11;52.4;17.2
PORTO ALEGRE;2020;12;119.0;18.65
PORTO ALEGRE;2021;1;129.0;20.175
PORTO ALEGRE;2021;2;30.2;19.05
PORTO ALEGRE;2021;3;79.2;19.35
PORTO ALEGRE;2021;4;27.0;16.375
PORTO ALEGRE;2021;5;164.8;10.75
PORTO ALEGRE;2021;6;173.2;11.725
PORTO ALEGRE;2021;7;46.6;10.1
PORTO ALEGRE;2021;8;135.0;13.35
PORTO ALEGRE;2021;9;202.2;14.725
PORTO ALEGRE;2021;10;60.4;13.75
PORTO ALEGRE;2021;11;85.0;14.85
PORTO ALEGRE;2021;12;88.4;17.7
PORTO ALEGRE;2022;1;195.2;21.15
PORTO ALEGRE;2022;2;29.0;19.575
PORTO ALEGRE;2022;3;184.8;19.35
PORTO ALEGRE;2022;4;116.2;16.15
PORTO ALEGRE;2022;5;153.8;13.15
PORTO ALEGRE;2022;6;99.0;10.375
PORTO ALEGRE;2022;7;150.2;14.45
PORTO ALEGRE;2022;8;103.6;11.6
PORTO ALEGRE;2022;9;73.2;12.525
PORTO ALEGRE;2022;10;96.2;14.75
PORTO ALEGRE;2022;11;52.2;15.525
PORTO ALEGRE;2022;12;98.8;17.0
PORTO ALEGRE;2023;1;154.0;20.25
PORTO ALEGRE;2023;2;268.2;19.8
PORTO ALEGRE;2023;3;181.2;21.075
PORTO ALEGRE;2023;4;85.2;16.125
PORTO ALEGRE;2023;5;280.8;13.875
PORTO ALEGRE;2023;6;436.2;13.525
PORTO ALEGRE;2023;7;405.4;12.85
PORTO ALEGRE;2023;8;150.4;12.15
PORTO ALEGRE;2023;9;770.0;15.075
PORTO ALEGRE;2023;10;209.4;14.9
PORTO ALEGRE;2023;11;576.0;17.425
PORTO ALEGRE;2023;12;199.0;20.55
PORTO ALEGRE;2024;1;347.4;19.7
PORTO ALEGRE;2024;2;152.8;21.7
PORTO ALEGRE;2024;3;171.6;20.45
PORTO ALEGRE;2024;4;550.8;19.125
PORTO ALEGRE;2024;5;1047.8;14.05
PORTO ALEGRE;2024;6;351.6;15.6
PORTO ALEGRE;2024;7;167.2;10.35
PORTO ALEGRE;2024;8;114.6;12.625
PORTO ALEGRE;2024;9;421.2;15.2
PORTO ALEGRE;2024;10;135.2;16.25
PORTO ALEGRE;2024;11;140.4;17.7
PORTO ALEGRE;2024;12;487.0;17.175
PORTO ALEGRE;2025;1;86.6;19.85
PORTO ALEGRE;2025;2;137.6;20.925
PORTO ALEGRE;2025;3;62.4;19.85
PORTO ALEGRE;2025;4;50.8;16.65
PORTO ALEGRE;2025;5;197.4;14.7
PORTO ALEGRE;2025;6;265.4;9.775
PORTO ALEGRE;2025;7;91.2;10.3
PORTO ALEGRE;2025;8;211.6;11.4
PORTO ALEGRE;2025;9;212.0;13.975
PORTO ALEGRE;2025;10;109.8;15.0
PORTO ALEGRE;2025;11;39.9;16.2
PORTO ALEGRE;2025;12;149.8;19.8
RIO GRANDE;2015;1;186.4;24.1
RIO GRANDE;2015;2;0.8;0.0
RIO GRANDE;2015;3;1.8;0.0
RIO GRANDE;2015;4;4.8;19.475
RIO GRANDE;2015;5;126.8;17.85
RIO GRANDE;2015;6;122.8;14.3
RIO GRANDE;2015;7;148.0;14.0
RIO GRANDE;2015;8;62.2;17.65
RIO GRANDE;2015;9;278.8;15.175
RIO GRANDE;2015;10;203.8;16.4
RIO GRANDE;2015;11;124.2;19.15
RIO GRANDE;2015;12;136.6;22.25
RIO GRANDE;2016;1;66.0;23.75
RIO GRANDE;2016;2;151.0;24.35
RIO GRANDE;2016;3;189.8;21.4
RIO GRANDE;2016;4;188.6;21.275
RIO GRANDE;2016;5;0.6;0.0
RIO GRANDE;2016;6;0.0;0.0
RIO GRANDE;2016;7;30.6;0.0
RIO GRANDE;2016;8;121.6;13.5
RIO GRANDE;2016;9;87.6;13.4
RIO GRANDE;2016;10;76.8;16.4
RIO GRANDE;2016;11;105.4;19.95
RIO GRANDE;2016;12;82.0;22.4
RIO GRANDE;2017;1;61.8;23.95
RIO GRANDE;2017;2;74.8;25.425
RIO GRANDE;2017;3;169.2;22.3
RIO GRANDE;2017;4;93.4;19.45
RIO GRANDE;2017;5;175.8;17.55
RIO GRANDE;2017;6;35.6;14.475
RIO GRANDE;2017;7;31.2;15.95
RIO GRANDE;2017;8;0.0;0.0
RIO GRANDE;2017;9;27.4;0.0
RIO GRANDE;2017;10;232.4;18.5
RIO GRANDE;2017;11;30.8;19.275
RIO GRANDE;2017;12;30.2;21.6
RIO GRANDE;2018;1;97.2;23.6
RIO GRANDE;2018;2;65.4;22.9
