municipio;ano;mes;internacoes
CANELA;2017;12;0
CANELA;2018;1;0
CANELA;2018;2;0
CANELA;2018;3;0
CANELA;2018;4;0
CANELA;2018;5;1
CANELA;2018;6;0
CANELA;2018;7;0
CANELA;2018;8;0
CANELA;2018;9;0
CANELA;2018;10;0
CANELA;2018;11;0
CANELA;2018;12;0
CANELA;2019;1;0
CANELA;2019;2;0
CANELA;2019;3;0
CANELA;2019;4;0
CANELA;2019;5;0
CANELA;2019;6;0
CANELA;2019;7;0
CANELA;2019;8;1
CANELA;2019;9;0
CANELA;2019;10;0
CANELA;2019;11;0
CANELA;2019;12;0
CANELA;2020;1;0
CANELA;2020;2;0
CANELA;2020;3;0
CANELA;2020;4;0
CANELA;2020;5;0
CANELA;2020;6;0
CANELA;2020;7;0
CANELA;2020;8;0
CANELA;2020;9;0
CANELA;2020;10;0
CANELA;2020;11;0
CANELA;2020;12;0
CANELA;2021;1;0
CANELA;2021;2;0
CANELA;2021;3;0
CANELA;2021;4;0
CANELA;2021;5;0
CANELA;2021;6;0
CANELA;2021;7;0
CANELA;2021;8;0
CANELA;2021;9;0
CANELA;2021;10;0
CANELA;2021;11;0
CANELA;2021;12;0
CANELA;2022;1;0
CANELA;2022;2;0
CANELA;2022;3;0
CANELA;2022;4;0
CANELA;2022;5;0
CANELA;2022;6;0
CANELA;2022;7;0
CANELA;2022;8;0
CANELA;2022;9;0
CANELA;2022;10;0
CANELA;2022;11;0
CANELA;2022;12;0
CANELA;2023;1;0
CANELA;2023;2;0
CANELA;2023;3;0
CANELA;2023;4;0
CANELA;2023;5;0
CANELA;2023;6;1
CANELA;2023;7;0
CANELA;2023;8;0
CANELA;2023;9;0
CANELA;2023;10;0
CANELA;2023;11;1
CANELA;2023;12;0
CANELA;2024;1;0
CANELA;2024;2;0
CANELA;2024;3;0
CANELA;2024;4;0
CANELA;2024;5;1
CANELA;2024;6;1
CANELA;2024;7;0
CANELA;2024;8;0
CANELA;2024;9;0
CANELA;2024;10;0
CANELA;2024;11;0
CANELA;2024;12;0
CANELA;2025;1;0
CANELA;2025;2;0
CANELA;2025;3;0
CANELA;2025;4;1
CANELA;2025;5;0
CANELA;2025;6;0
CANELA;2025;7;0
CANELA;2025;8;0
CANELA;2025;9;0
CANELA;2025;10;0
CANELA;2025;11;0
CANELA;2025;12;0
CRUZ ALTA;2015;1;0
CRUZ ALTA;2015;2;0
CRUZ ALTA;2015;3;0
CRUZ ALTA;2015;4;0
CRUZ ALTA;2015;5;0
CRUZ ALTA;2015;6;1
CRUZ ALTA;2015;7;0
CRUZ ALTA;2015;8;0
CRUZ ALTA;2015;9;0
CRUZ ALTA;2015;10;0
CRUZ ALTA;2015;11;0
CRUZ ALTA;2015;12;0
CRUZ ALTA;2016;1;1
CRUZ ALTA;2016;2;0
CRUZ ALTA;2016;3;1
CRUZ ALTA;2016;4;1
CRUZ ALTA;2016;5;0
CRUZ ALTA;2016;6;0
CRUZ ALTA;2016;7;0
CRUZ ALTA;2016;8;0
CRUZ ALTA;2016;9;0
CRUZ ALTA;2016;10;0
CRUZ ALTA;2016;11;0
CRUZ ALTA;2016;12;0
CRUZ ALTA;2017;1;0
CRUZ ALTA;2017;2;0
CRUZ ALTA;2017;3;1
CRUZ ALTA;2017;4;0
CRUZ ALTA;2017;5;0
CRUZ ALTA;2017;6;0
CRUZ ALTA;2017;7;0
CRUZ ALTA;2017;8;0
CRUZ ALTA;2017;9;0
CRUZ ALTA;2017;10;0
CRUZ ALTA;2017;11;0
CRUZ ALTA;2017;12;0
CRUZ ALTA;2018;1;0
CRUZ ALTA;2018;2;0
CRUZ ALTA;2018;3;1
CRUZ ALTA;2018;4;0
CRUZ ALTA;2018;5;0
CRUZ ALTA;2018;6;0
CRUZ ALTA;2018;7;0
CRUZ ALTA;2018;8;0
CRUZ ALTA;2018;9;0
CRUZ ALTA;2018;10;0
CRUZ ALTA;2018;11;0
CRUZ ALTA;2018;12;0
CRUZ ALTA;2019;1;0
CRUZ ALTA;2019;2;0
CRUZ ALTA;2019;3;1
CRUZ ALTA;2019;4;0
CRUZ ALTA;2019;5;0
CRUZ ALTA;2019;6;0
CRUZ ALTA;2019;7;2
CRUZ ALTA;2019;8;0
CRUZ ALTA;2019;9;0
CRUZ ALTA;2019;10;0
CRUZ ALTA;2019;11;0
CRUZ ALTA;2019;12;0
CRUZ ALTA;2020;1;0
CRUZ ALTA;2020;2;0
CRUZ ALTA;2020;3;0
CRUZ ALTA;2020;4;0
CRUZ ALTA;2020;5;0
CRUZ ALTA;2020;6;0
CRUZ ALTA;2020;7;0
CRUZ ALTA;2020;8;0
CRUZ ALTA;2020;9;0
CRUZ ALTA;2020;10;0
CRUZ ALTA;2020;11;0
CRUZ ALTA;2020;12;0
CRUZ ALTA;2021;1;0
CRUZ ALTA;2021;2;0
CRUZ ALTA;2021;3;0
CRUZ ALTA;2021;4;0
CRUZ ALTA;2021;5;0
CRUZ ALTA;2021;6;0
CRUZ ALTA;2021;7;0
CRUZ ALTA;2021;8;0
CRUZ ALTA;2021;9;0
CRUZ ALTA;2021;10;0
CRUZ ALTA;2021;11;0
CRUZ ALTA;2021;12;0
CRUZ ALTA;2022;1;0
CRUZ ALTA;2022;2;0
CRUZ ALTA;2022;3;0
CRUZ ALTA;2022;4;0
CRUZ ALTA;2022;5;0
CRUZ ALTA;2022;6;0
CRUZ ALTA;2022;7;0
CRUZ ALTA;2022;8;0
CRUZ ALTA;2022;9;0
CRUZ ALTA;2022;10;0
CRUZ ALTA;2022;11;0
CRUZ ALTA;2022;12;0
CRUZ ALTA;2023;1;0
CRUZ ALTA;2023;2;0
CRUZ ALTA;2023;3;0
CRUZ ALTA;2023;4;0
CRUZ ALTA;2023;5;0
CRUZ ALTA;2023;6;0
CRUZ ALTA;2023;7;0
CRUZ ALTA;2023;8;0
CRUZ ALTA;2023;9;0
CRUZ ALTA;2023;10;0
CRUZ ALTA;2023;11;0
CRUZ ALTA;2023;12;0
CRUZ ALTA;2024;1;0
CRUZ ALTA;2024;2;0
CRUZ ALTA;2024;3;0
CRUZ ALTA;2024;4;0
CRUZ ALTA;2024;5;1
CRUZ ALTA;2024;6;0
CRUZ ALTA;2024;7;0
CRUZ ALTA;2024;8;0
CRUZ ALTA;2024;9;0
CRUZ ALTA;2024;10;0
CRUZ ALTA;2024;11;0
CRUZ ALTA;2024;12;0
CRUZ ALTA;2025;1;1
CRUZ ALTA;2025;2;0
CRUZ ALTA;2025;3;0
CRUZ ALTA;2025;4;0
CRUZ ALTA;2025;5;0
CRUZ ALTA;2025;6;0
CRUZ ALTA;2025;7;0
CRUZ ALTA;2025;8;0
CRUZ ALTA;2025;9;0
CRUZ ALTA;2025;10;0
CRUZ ALTA;2025;11;0
CRUZ ALTA;2025;12;0
ERECHIM;2015;1;0
ERECHIM;2015;2;0
ERECHIM;2015;3;0
ERECHIM;2015;4;1
ERECHIM;2015;5;0
ERECHIM;2015;6;0
ERECHIM;2015;7;0
ERECHIM;2015;8;0
ERECHIM;2015;9;0
ERECHIM;2015;10;0
ERECHIM;2015;11;0
ERECHIM;2015;12;0
ERECHIM;2016;1;2
ERECHIM;2016;2;0
ERECHIM;2016;3;0
ERECHIM;2016;4;0
ERECHIM;2016;5;0
ERECHIM;2016;6;1
ERECHIM;2016;7;0
ERECHIM;2016;8;0
ERECHIM;2016;9;0
ERECHIM;2016;10;0
ERECHIM;2016;11;0
ERECHIM;2016;12;0
ERECHIM;2017;1;0
ERECHIM;2017;2;0
ERECHIM;2017;3;0
ERECHIM;2017;4;1
ERECHIM;2017;5;0
ERECHIM;2017;6;1
ERECHIM;2017;7;0
ERECHIM;2017;8;0
ERECHIM;2017;9;0
ERECHIM;2017;10;0
ERECHIM;2017;11;1
ERECHIM;2017;12;1
ERECHIM;2018;1;0
ERECHIM;2018;2;0
ERECHIM;2018;3;0
ERECHIM;2018;4;1
ERECHIM;2018;5;1
ERECHIM;2018;6;2
ERECHIM;2018;7;1
ERECHIM;2018;8;0
ERECHIM;2018;9;0
ERECHIM;2018;10;0
ERECHIM;2018;11;0
ERECHIM;2018;12;0
ERECHIM;2019;1;2
ERECHIM;2019;2;3
ERECHIM;2019;3;1
ERECHIM;2019;4;2
ERECHIM;2019;5;1
ERECHIM;2019;6;0
ERECHIM;2019;7;0
ERECHIM;2019;8;0
ERECHIM;2019;9;0
ERECHIM;2019;10;0
ERECHIM;2019;11;0
ERECHIM;2019;12;0
ERECHIM;2020;1;1
ERECHIM;2020;2;0
ERECHIM;2020;3;0
ERECHIM;2020;4;0
ERECHIM;2020;5;0
ERECHIM;2020;6;0
ERECHIM;2020;7;0
ERECHIM;2020;8;0
ERECHIM;2020;9;0
ERECHIM;2020;10;0
ERECHIM;2020;11;0
ERECHIM;2020;12;0
ERECHIM;2021;1;0
ERECHIM;2021;2;0
ERECHIM;2021;3;1
ERECHIM;2021;4;1
ERECHIM;2021;5;0
ERECHIM;2021;6;0
ERECHIM;2021;7;0
ERECHIM;2021;8;0
ERECHIM;2021;9;0
ERECHIM;2021;10;1
ERECHIM;2021;11;0
ERECHIM;2021;12;0
ERECHIM;2022;1;0
ERECHIM;2022;2;0
ERECHIM;2022;3;0
ERECHIM;2022;4;0
ERECHIM;2022;5;0
ERECHIM;2022;6;0
ERECHIM;2022;7;0
ERECHIM;2022;8;0
ERECHIM;2022;9;0
ERECHIM;2022;10;1
ERECHIM;2022;11;0
ERECHIM;2022;12;1
ERECHIM;2023;1;0
ERECHIM;2023;2;0
ERECHIM;2023;3;0
ERECHIM;2023;4;0
ERECHIM;2023;5;0
ERECHIM;2023;6;1
ERECHIM;2023;7;0
ERECHIM;2023;8;1
ERECHIM;2023;9;0
ERECHIM;2023;10;1
ERECHIM;2023;11;0
ERECHIM;2023;12;0
ERECHIM;2024;1;0
ERECHIM;2024;2;1
ERECHIM;2024;3;0
ERECHIM;2024;4;0
ERECHIM;2024;5;3
ERECHIM;2024;6;1
ERECHIM;2024;7;1
ERECHIM;2024;8;0
ERECHIM;2024;9;0
ERECHIM;2024;10;0
ERECHIM;2024;11;1
ERECHIM;2024;12;0
ERECHIM;2025;1;0
ERECHIM;2025;2;1
ERECHIM;2025;3;3
ERECHIM;2025;4;0
ERECHIM;2025;5;0
ERECHIM;2025;6;1
ERECHIM;2025;7;1
ERECHIM;2025;8;0
ERECHIM;2025;9;0
ERECHIM;2025;10;0
ERECHIM;2025;11;1
ERECHIM;2025;12;1
FREDERICO WESTPHALEN;2015;1;0
FREDERICO WESTPHALEN;2015;2;0
FREDERICO WESTPHALEN;2015;3;1
FREDERICO WESTPHALEN;2015;4;1
FREDERICO WESTPHALEN;2015;5;0
FREDERICO WESTPHALEN;2015;6;0
FREDERICO WESTPHALEN;2015;7;1
FREDERICO WESTPHALEN;2015;8;0
FREDERICO WESTPHALEN;2015;9;0
FREDERICO WESTPHALEN;2015;10;0
FREDERICO WESTPHALEN;2015;11;0
FREDERICO WESTPHALEN;2015;12;0
FREDERICO WESTPHALEN;2016;1;1
FREDERICO WESTPHALEN;2016;2;0
FREDERICO WESTPHALEN;2016;3;0
FREDERICO WESTPHALEN;2016;4;0
FREDERICO WESTPHALEN;2016;5;0
FREDERICO WESTPHALEN;2016;6;0
FREDERICO WESTPHALEN;2016;7;0
FREDERICO WESTPHALEN;2016;8;0
FREDERICO WESTPHALEN;2016;9;0
FREDERICO WESTPHALEN;2016;10;0
FREDERICO WESTPHALEN;2016;11;1
FREDERICO WESTPHALEN;2016;12;0
FREDERICO WESTPHALEN;2017;1;0
FREDERICO WESTPHALEN;2017;2;0
FREDERICO WESTPHALEN;2017;3;0
FREDERICO WESTPHALEN;2017;4;0
FREDERICO WESTPHALEN;2017;5;0
FREDERICO WESTPHALEN;2017;6;0
FREDERICO WESTPHALEN;2017;7;0
FREDERICO WESTPHALEN;2017;8;0
FREDERICO WESTPHALEN;2017;9;0
FREDERICO WESTPHALEN;2017;10;0
FREDERICO WESTPHALEN;2017;11;1
FREDERICO WESTPHALEN;2017;12;1
FREDERICO WESTPHALEN;2018;1;1
FREDERICO WESTPHALEN;2018;2;0
FREDERICO WESTPHALEN;2018;3;0
FREDERICO WESTPHALEN;2018;4;0
FREDERICO WESTPHALEN;2018;5;0
FREDERICO WESTPHALEN;2018;6;0
FREDERICO WESTPHALEN;2018;7;0
FREDERICO WESTPHALEN;2018;8;0
FREDERICO WESTPHALEN;2018;9;0
FREDERICO WESTPHALEN;2018;10;0
FREDERICO WESTPHALEN;2018;11;0
FREDERICO WESTPHALEN;2018;12;0
FREDERICO WESTPHALEN;2019;1;0
FREDERICO WESTPHALEN;2019;2;2
FREDERICO WESTPHALEN;2019;3;3
FREDERICO WESTPHALEN;2019;4;1
FREDERICO WESTPHALEN;2019;5;0
FREDERICO WESTPHALEN;2019;6;0
FREDERICO WESTPHALEN;2019;7;0
FREDERICO WESTPHALEN;2019;8;0
FREDERICO WESTPHALEN;2019;9;0
FREDERICO WESTPHALEN;2019;10;0
FREDERICO WESTPHALEN;2019;11;0
FREDERICO WESTPHALEN;2019;12;0
FREDERICO WESTPHALEN;2020;1;0
FREDERICO WESTPHALEN;2020;2;0
FREDERICO WESTPHALEN;2020;3;0
FREDERICO WESTPHALEN;2020;4;0
FREDERICO WESTPHALEN;2020;5;0
FREDERICO WESTPHALEN;2020;6;0
FREDERICO WESTPHALEN;2020;7;0
FREDERICO WESTPHALEN;2020;8;0
FREDERICO WESTPHALEN;2020;9;0
FREDERICO WESTPHALEN;2020;10;0
FREDERICO WESTPHALEN;2020;11;0
FREDERICO WESTPHALEN;2020;12;0
FREDERICO WESTPHALEN;2021;1;0
FREDERICO WESTPHALEN;2021;2;0
FREDERICO WESTPHALEN;2021;3;0
FREDERICO WESTPHALEN;2021;4;0
FREDERICO WESTPHALEN;2021;5;0
FREDERICO WESTPHALEN;2021;6;0
FREDERICO WESTPHALEN;2021;7;0
FREDERICO WESTPHALEN;2021;8;0
FREDERICO WESTPHALEN;2021;9;0
FREDERICO WESTPHALEN;2021;10;0
FREDERICO WESTPHALEN;2021;11;0
FREDERICO WESTPHALEN;2021;12;0
FREDERICO WESTPHALEN;2022;1;0
FREDERICO WESTPHALEN;2022;2;0
FREDERICO WESTPHALEN;2022;3;0
FREDERICO WESTPHALEN;2022;4;0
FREDERICO WESTPHALEN;2022;5;0
FREDERICO WESTPHALEN;2022;6;0
FREDERICO WESTPHALEN;2022;7;0
FREDERICO WESTPHALEN;2022;8;0
FREDERICO WESTPHALEN;2022;9;0
FREDERICO WESTPHALEN;2022;10;0
FREDERICO WESTPHALEN;2022;11;0
FREDERICO WESTPHALEN;2022;12;0
FREDERICO WESTPHALEN;2023;1;0
FREDERICO WESTPHALEN;2023;2;1
FREDERICO WESTPHALEN;2023;3;0
FREDERICO WESTPHALEN;2023;4;0
FREDERICO WESTPHALEN;2023;5;0
FREDERICO WESTPHALEN;2023;6;0
FREDERICO WESTPHALEN;2023;7;0
FREDERICO WESTPHALEN;2023;8;1
FREDERICO WESTPHALEN;2023;9;0
FREDERICO WESTPHALEN;2023;10;0
FREDERICO WESTPHALEN;2023;11;0
FREDERICO WESTPHALEN;2023;12;0
FREDERICO WESTPHALEN;2024;1;0
FREDERICO WESTPHALEN;2024;2;0
FREDERICO WESTPHALEN;2024;3;0
FREDERICO WESTPHALEN;2024;4;0
FREDERICO WESTPHALEN;2024;5;0
FREDERICO WESTPHALEN;2024;6;0
FREDERICO WESTPHALEN;2024;7;1
FREDERICO WESTPHALEN;2024;8;0
FREDERICO WESTPHALEN;2024;9;0
FREDERICO WESTPHALEN;2024;10;0
FREDERICO WESTPHALEN;2024;11;0
FREDERICO WESTPHALEN;2024;12;0
FREDERICO WESTPHALEN;2025;1;0
FREDERICO WESTPHALEN;2025;2;0
FREDERICO WESTPHALEN;2025;3;0
FREDERICO WESTPHALEN;2025;4;0
FREDERICO WESTPHALEN;2025;5;0
FREDERICO WESTPHALEN;2025;6;0
FREDERICO WESTPHALEN;2025;7;0
FREDERICO WESTPHALEN;2025;8;0
FREDERICO WESTPHALEN;2025;9;0
FREDERICO WESTPHALEN;2025;10;0
FREDERICO WESTPHALEN;2025;11;0
FREDERICO WESTPHALEN;2025;12;0
LAGOA VERMELHA;2015;1;0
LAGOA VERMELHA;2015;2;0
LAGOA VERMELHA;2015;3;0
LAGOA VERMELHA;2015;4;0
LAGOA VERMELHA;2015;5;0
LAGOA VERMELHA;2015;6;0
LAGOA VERMELHA;2015;7;0
LAGOA VERMELHA;2015;8;0
LAGOA VERMELHA;2015;9;0
LAGOA VERMELHA;2015;10;0
LAGOA VERMELHA;2015;11;0
LAGOA VERMELHA;2015;12;0
LAGOA VERMELHA;2016;1;0
LAGOA VERMELHA;2016;2;1
LAGOA VERMELHA;2016;3;0
LAGOA VERMELHA;2016;4;0
LAGOA VERMELHA;2016;5;0
LAGOA VERMELHA;2016;6;0
LAGOA VERMELHA;2016;7;0
LAGOA VERMELHA;2016;8;0
LAGOA VERMELHA;2016;9;0
LAGOA VERMELHA;2016;10;0
LAGOA VERMELHA;2016;11;0
LAGOA VERMELHA;2016;12;0
LAGOA VERMELHA;2017;1;0
LAGOA VERMELHA;2017;2;0
LAGOA VERMELHA;2017;3;0
LAGOA VERMELHA;2017;4;0
LAGOA VERMELHA;2017;5;0
LAGOA VERMELHA;2017;6;0
LAGOA VERMELHA;2017;7;0
LAGOA VERMELHA;2017;8;0
LAGOA VERMELHA;2017;9;0
LAGOA VERMELHA;2017;10;0
LAGOA VERMELHA;2017;11;0
LAGOA VERMELHA;2017;12;0
LAGOA VERMELHA;2018;1;0
LAGOA VERMELHA;2018;2;0
LAGOA VERMELHA;2018;3;0
LAGOA VERMELHA;2018;4;0
LAGOA VERMELHA;2018;5;0
LAGOA VERMELHA;2018;6;0
LAGOA VERMELHA;2018;7;0
LAGOA VERMELHA;2018;8;0
LAGOA VERMELHA;2018;9;0
LAGOA VERMELHA;2018;10;0
LAGOA VERMELHA;2018;11;0
LAGOA VERMELHA;2018;12;0
LAGOA VERMELHA;2019;1;0
LAGOA VERMELHA;2019;2;0
LAGOA VERMELHA;2019;3;0
LAGOA VERMELHA;2019;4;0
LAGOA VERMELHA;2019;5;0
LAGOA VERMELHA;2019;6;0
LAGOA VERMELHA;2019;7;0
LAGOA VERMELHA;2019;8;0
LAGOA VERMELHA;2019;9;0
LAGOA VERMELHA;2019;10;0
LAGOA VERMELHA;2019;11;0
LAGOA VERMELHA;2019;12;0
LAGOA VERMELHA;2020;1;0
LAGOA VERMELHA;2020;2;0
LAGOA VERMELHA;2020;3;0
LAGOA VERMELHA;2020;4;0
LAGOA VERMELHA;2020;5;0
LAGOA VERMELHA;2020;6;0
LAGOA VERMELHA;2020;7;0
LAGOA VERMELHA;2020;8;0
LAGOA VERMELHA;2020;9;0
LAGOA VERMELHA;2020;10;0
LAGOA VERMELHA;2020;11;0
LAGOA VERMELHA;2020;12;0
LAGOA VERMELHA;2021;1;0
LAGOA VERMELHA;2021;2;0
LAGOA VERMELHA;2021;3;0
LAGOA VERMELHA;2021;4;0
LAGOA VERMELHA;2021;5;0
LAGOA VERMELHA;2021;6;0
LAGOA VERMELHA;2021;7;0
LAGOA VERMELHA;2021;8;0
LAGOA VERMELHA;2021;9;0
LAGOA VERMELHA;2021;10;0
LAGOA VERMELHA;2021;11;0
LAGOA VERMELHA;2021;12;0
LAGOA VERMELHA;2022;1;0
LAGOA VERMELHA;2022;2;0
LAGOA VERMELHA;2022;3;0
LAGOA VERMELHA;2022;4;0
LAGOA VERMELHA;2022;5;0
LAGOA VERMELHA;2022;6;0
LAGOA VERMELHA;2022;7;0
LAGOA VERMELHA;2022;8;0
LAGOA VERMELHA;2022;9;0
LAGOA VERMELHA;2022;10;0
LAGOA VERMELHA;2022;11;0
LAGOA VERMELHA;2022;12;0
LAGOA VERMELHA;2023;1;0
LAGOA VERMELHA;2023;2;0
LAGOA VERMELHA;2023;3;0
LAGOA VERMELHA;2023;4;0
LAGOA VERMELHA;2023;5;0
LAGOA VERMELHA;2023;6;0
LAGOA VERMELHA;2023;7;0
LAGOA VERMELHA;2023;8;0
LAGOA VERMELHA;2023;9;0
LAGOA VERMELHA;2023;10;0
LAGOA VERMELHA;2023;11;0
LAGOA VERMELHA;2023;12;0
LAGOA VERMELHA;2024;1;0
LAGOA VERMELHA;2024;2;0
LAGOA VERMELHA;2024;3;0
LAGOA VERMELHA;2024;4;0
LAGOA VERMELHA;2024;5;1
LAGOA VERMELHA;2024;6;0
LAGOA VERMELHA;2024;7;0
LAGOA VERMELHA;2024;8;0
LAGOA VERMELHA;2024;9;0
LAGOA VERMELHA;2024;10;0
LAGOA VERMELHA;2024;11;0
LAGOA VERMELHA;2024;12;0
LAGOA VERMELHA;2025;1;0
LAGOA VERMELHA;2025;2;0
LAGOA VERMELHA;2025;3;0
LAGOA VERMELHA;2025;4;0
LAGOA VERMELHA;2025;5;0
LAGOA VERMELHA;2025;6;0
LAGOA VERMELHA;2025;7;0
LAGOA VERMELHA;2025;8;0
LAGOA VERMELHA;2025;9;0
LAGOA VERMELHA;2025;10;0
LAGOA VERMELHA;2025;11;0
LAGOA VERMELHA;2025;12;0
PALMEIRA DAS MISSOES;2015;1;0
PALMEIRA DAS MISSOES;2015;2;0
PALMEIRA DAS MISSOES;2015;3;0
PALMEIRA DAS MISSOES;2015;4;0
PALMEIRA DAS MISSOES;2015;5;0
PALMEIRA DAS MISSOES;2015;6;0
PALMEIRA DAS MISSOES;2015;7;0
PALMEIRA DAS MISSOES;2015;8;0
PALMEIRA DAS MISSOES;2015;9;0
PALMEIRA DAS MISSOES;2015;10;0
PALMEIRA DAS MISSOES;2015;11;0
PALMEIRA DAS MISSOES;2015;12;0
PALMEIRA DAS MISSOES;2016;1;0
PALMEIRA DAS MISSOES;2016;2;0
PALMEIRA DAS MISSOES;2016;3;0
PALMEIRA DAS MISSOES;2016;4;0
PALMEIRA DAS MISSOES;2016;5;0
PALMEIRA DAS MISSOES;2016;6;0
PALMEIRA DAS MISSOES;2016;7;0
PALMEIRA DAS MISSOES;2016;8;0
PALMEIRA DAS MISSOES;2016;9;0
PALMEIRA DAS MISSOES;2016;10;0
PALMEIRA DAS MISSOES;2016;11;0
PALMEIRA DAS MISSOES;2016;12;0
PALMEIRA DAS MISSOES;2017;1;0
PALMEIRA DAS MISSOES;2017;2;0
PALMEIRA DAS MISSOES;2017;3;0
PALMEIRA DAS MISSOES;2017;4;0
PALMEIRA DAS MISSOES;2017;5;0
PALMEIRA DAS MISSOES;2017;6;0
PALMEIRA DAS MISSOES;2017;7;0
PALMEIRA DAS MISSOES;2017;8;0
PALMEIRA DAS MISSOES;2017;9;0
PALMEIRA DAS MISSOES;2017;10;0
PALMEIRA DAS MISSOES;2017;11;0
PALMEIRA DAS MISSOES;2017;12;0
PALMEIRA DAS MISSOES;2018;1;0
PALMEIRA DAS MISSOES;2018;2;0
PALMEIRA DAS MISSOES;2018;3;0
PALMEIRA DAS MISSOES;2018;4;0
PALMEIRA DAS MISSOES;2018;5;0
PALMEIRA DAS MISSOES;2018;6;0
PALMEIRA DAS MISSOES;2018;7;0
PALMEIRA DAS MISSOES;2018;8;0
PALMEIRA DAS MISSOES;2018;9;0
PALMEIRA DAS MISSOES;2018;10;0
PALMEIRA DAS MISSOES;2018;11;0
PALMEIRA DAS MISSOES;2018;12;0
PALMEIRA DAS MISSOES;2019;1;0
PALMEIRA DAS MISSOES;2019;2;0
PALMEIRA DAS MISSOES;2019;3;0
PALMEIRA DAS MISSOES;2019;4;0
PALMEIRA DAS MISSOES;2019;5;0
PALMEIRA DAS MISSOES;2019;6;0
PALMEIRA DAS MISSOES;2019;7;0
PALMEIRA DAS MISSOES;2019;8;0
PALMEIRA DAS MISSOES;2019;9;0
PALMEIRA DAS MISSOES;2019;10;1
PALMEIRA DAS MISSOES;2019;11;0
PALMEIRA DAS MISSOES;2019;12;0
PALMEIRA DAS MISSOES;2020;1;0
PALMEIRA DAS MISSOES;2020;2;0
PALMEIRA DAS MISSOES;2020;3;0
PALMEIRA DAS MISSOES;2020;4;0
PALMEIRA DAS MISSOES;2020;5;0
PALMEIRA DAS MISSOES;2020;6;0
PALMEIRA DAS MISSOES;2020;7;0
PALMEIRA DAS MISSOES;2020;8;0
PALMEIRA DAS MISSOES;2020;9;0
PALMEIRA DAS MISSOES;2020;10;0
PALMEIRA DAS MISSOES;2020;11;0
PALMEIRA DAS MISSOES;2020;12;0
PALMEIRA DAS MISSOES;2021;1;0
PALMEIRA DAS MISSOES;2021;2;0
PALMEIRA DAS MISSOES;2021;3;0
PALMEIRA DAS MISSOES;2021;4;0
PALMEIRA DAS MISSOES;2021;5;0
PALMEIRA DAS MISSOES;2021;6;0
PALMEIRA DAS MISSOES;2021;7;0
PALMEIRA DAS MISSOES;2021;8;0
PALMEIRA DAS MISSOES;2021;9;0
PALMEIRA DAS MISSOES;2021;10;0
PALMEIRA DAS MISSOES;2021;11;0
PALMEIRA DAS MISSOES;2021;12;0
PALMEIRA DAS MISSOES;2022;1;0
PALMEIRA DAS MISSOES;2022;2;1
PALMEIRA DAS MISSOES;2022;3;0
PALMEIRA DAS MISSOES;2022;4;0
PALMEIRA DAS MISSOES;2022;5;0
PALMEIRA DAS MISSOES;2022;6;0
PALMEIRA DAS MISSOES;2022;7;0
PALMEIRA DAS MISSOES;2022;8;0
PALMEIRA DAS MISSOES;2022;9;0
PALMEIRA DAS MISSOES;2022;10;0
PALMEIRA DAS MISSOES;2022;11;0
PALMEIRA DAS MISSOES;2022;12;0
PALMEIRA DAS MISSOES;2023;1;0
PALMEIRA DAS MISSOES;2023;2;0
PALMEIRA DAS MISSOES;2023;3;0
PALMEIRA DAS MISSOES;2023;4;0
PALMEIRA DAS MISSOES;2023;5;0
PALMEIRA DAS MISSOES;2023;6;0
PALMEIRA DAS MISSOES;2023;7;0
PALMEIRA DAS MISSOES;2023;8;0
PALMEIRA DAS MISSOES;2023;9;0
PALMEIRA DAS MISSOES;2023;10;0
PALMEIRA DAS MISSOES;2023;11;0
PALMEIRA DAS MISSOES;2023;12;0
PALMEIRA DAS MISSOES;2024;1;0
PALMEIRA DAS MISSOES;2024;2;0
PALMEIRA DAS MISSOES;2024;3;0
PALMEIRA DAS MISSOES;2024;4;0
PALMEIRA DAS MISSOES;2024;5;0
PALMEIRA DAS MISSOES;2024;6;0
PALMEIRA DAS MISSOES;2024;7;0
PALMEIRA DAS MISSOES;2024;8;0
PALMEIRA DAS MISSOES;2024;9;0
PALMEIRA DAS MISSOES;2024;10;0
PALMEIRA DAS MISSOES;2024;11;0
PALMEIRA DAS MISSOES;2024;12;0
PALMEIRA DAS MISSOES;2025;1;0
PALMEIRA DAS MISSOES;2025;2;0
PALMEIRA DAS MISSOES;2025;3;0
PALMEIRA DAS MISSOES;2025;4;0
PALMEIRA DAS MISSOES;2025;5;0
PALMEIRA DAS MISSOES;2025;6;0
PALMEIRA DAS MISSOES;2025;7;0
PALMEIRA DAS MISSOES;2025;8;0
PALMEIRA DAS MISSOES;2025;9;0
PALMEIRA DAS MISSOES;2025;10;0
PALMEIRA DAS MISSOES;2025;11;0
PALMEIRA DAS MISSOES;2025;12;0
PASSO FUNDO;2015;1;2
PASSO FUNDO;2015;2;2
PASSO FUNDO;2015;3;2
PASSO FUNDO;2015;4;2
PASSO FUNDO;2015;5;2
PASSO FUNDO;2015;6;0
PASSO FUNDO;2015;7;1
PASSO FUNDO;2015;8;0
PASSO FUNDO;2015;9;1
PASSO FUNDO;2015;10;1
PASSO FUNDO;2015;11;0
PASSO FUNDO;2015;12;2
PASSO FUNDO;2016;1;1
PASSO FUNDO;2016;2;3
PASSO FUNDO;2016;3;1
PASSO FUNDO;2016;4;1
