;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.29185485680125883;-0.1102200017229352;0.0006850297384985751
internacoes;0.29185485680125883;1.0;0.3558150172743373;
temp_orvalho_median;-0.1102200017229352;0.3558150172743373;1.0;2.82680901874459e-05
