;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.12701355892130978;0.03344551846898771;0.14670194473570297
internacoes;0.12701355892130978;1.0;0.09498702944656308;
temp_orvalho_median;0.03344551846898771;0.09498702944656308;1.0;0.2786354281799403
