;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.18168982777325654;0.21858820249350552;0.03707023974643292
internacoes;0.18168982777325654;1.0;0.24913625223640531;
temp_orvalho_median;0.21858820249350552;0.24913625223640531;1.0;0.003967932312662936
