;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.15322755116231745;0.22488234957477596;0.08177425400642074
internacoes;0.15322755116231745;1.0;0.08244376012411998;
temp_orvalho_median;0.22488234957477596;0.08244376012411998;1.0;0.3510712356135664
