;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.14391046337091207;0.14981994082027567;0.10236410853098357
internacoes;0.14391046337091207;1.0;0.4389928781851642;
temp_orvalho_median;0.14981994082027567;0.4389928781851642;1.0;1.7447388417205164e-07
