;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.08696192620446622;0.3570001060647358;0.33488321977431207
internacoes;0.08696192620446622;1.0;0.2205797072925873;
temp_orvalho_median;0.3570001060647358;0.2205797072925873;1.0;0.013439448958959503
