;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;-0.09277334046081663;0.1678733727086676;0.2919115288941282
internacoes;-0.09277334046081663;1.0;-0.12060936668050838;
temp_orvalho_median;0.1678733727086676;-0.12060936668050838;1.0;0.1699944028412643
