;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.08696192620446622;0.3571808217091431;0.33488321977431207
internacoes;0.08696192620446622;1.0;0.22057936844563733;
temp_orvalho_median;0.3571808217091431;0.22057936844563733;1.0;0.013439595330192452
