;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.1532273419098152;0.22492847438054467;0.08177467601110597
internacoes;0.1532273419098152;1.0;0.08244376012411998;
temp_orvalho_median;0.22492847438054467;0.08244376012411998;1.0;0.3510712356135664
