;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;0.29185485680125883;-0.1101181081031833;0.0006850297384985751
internacoes;0.29185485680125883;1.0;0.3558145531089651;
temp_orvalho_median;-0.1101181081031833;0.3558145531089651;1.0;2.8268818404553268e-05
