;precipitacao_sum;internacoes;temp_orvalho_median;p_valor
precipitacao_sum;1.0;-0.018011848308275277;0.05036874897424904;0.8400745501078966
internacoes;-0.018011848308275277;1.0;0.12608420082448837;
temp_orvalho_median;0.05036874897424904;0.12608420082448837;1.0;0.15614620908088242
